"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","34S"
"2451","572.204669","572.20436497","572.204840838","1248228.1","-9999","335898.5","7.07","-1","-0.83163905","0.8820609","0","0.52923654","4","0.523809524","1.904761905","N3 S1 P1 O11","de-protonated","0","-9999","C21 H40 O11 N3 P1 S1","21","40","11","3","1","1","-9999","-9999","-9999"
"2452","572.232989","572.232684942","572.23236194","8057340.5","-9999","302519.1","54.41","-1","0.564460049","0.941490255","0.99792423","0.964063845","12","0.266666667","1.3","N1 S1 O8","de-protonated","0","-9999","C30 H39 O8 N1 S1","30","39","8","1","-9999","1","-9999","-9999","-9999"
"2453","572.240956","572.240651934","572.240467803","3689987","-9999","293294.5","24.04","-1","0.321773039","0.490694279","0.917822449","0.661545547","12","0.258064516","1.290322581","13C1 S1 O8","de-protonated","1","2441","C30 H40 O8 S1 13C1","30","40","8","-9999","-9999","1","1","-9999","-9999"
"2453","572.240956","572.240651934","572.241093406","3689987","-9999","293294.5","24.04","-1","-0.771478003","0.448816346","0.736963647","0.564075267","16","0.060606061","1.181818182","N3 S2 O2","de-protonated","0","-9999","C33 H39 O2 N3 S2","33","39","2","3","-9999","2","-9999","-9999","-9999"
"2453","572.240956","572.240651934","572.240224026","3689987","-9999","293294.5","24.04","-1","0.747777657","0.451758244","0.742885034","0.56820896","17","0.21875","1.09375","N3 O7","de-protonated","0","-9999","C32 H35 O7 N3","32","35","7","3","-9999","-9999","-9999","-9999","-9999"
"2454","572.26938","572.269075906","572.268747449","10656283","-9999","295800.5","72.47","-1","0.573955769","0.642784268","0.960857491","0.770013557","11","0.225806452","1.387096774","N1 S1 O7","de-protonated","0","-9999","C31 H43 O7 N1 S1","31","43","7","1","-9999","1","-9999","-9999","-9999"
"2455","572.27742","572.277115898","572.276853312","7080482.5","-9999","314316.2","47.61","-1","0.458844564","0.481259292","0.928591942","0.660192352","11","0.21875","1.375","13C1 S1 O7","de-protonated","1","2443","C31 H44 O7 S1 13C1","31","44","7","-9999","-9999","1","1","-9999","-9999"
"2455","572.27742","572.277115898","572.277478915","7080482.5","-9999","314316.2","47.61","-1","-0.634337118","0.309863234","0.686239185","0.460413614","15","0.029411765","1.264705882","N3 S2 O1","de-protonated","0","-9999","C34 H43 O1 N3 S2","34","43","1","3","-9999","2","-9999","-9999","-9999"
"2455","572.27742","572.277115898","572.276609535","7080482.5","-9999","314316.2","47.61","-1","0.884822156","0.433785452","0.736963647","0.55505673","16","0.181818182","1.181818182","N3 O6","de-protonated","0","-9999","C33 H39 O6 N3","33","39","6","3","-9999","-9999","-9999","-9999","-9999"
"2455","572.27742","572.277115898","572.277611857","7080482.5","-9999","314316.2","47.61","-1","-0.866639838","0.436299272","0.800793265","0.582096869","2","0.391304348","2.086956522","N3 S1 P1 O9","de-protonated","0","-9999","C23 H48 O9 N3 P1 S1","23","48","9","3","1","1","-9999","-9999","-9999"
"2456","572.305707","572.30540287","572.305132959","5896762.5","-9999","307739","39.38","-1","0.471621934","0.964945501","0.968886703","0.966521982","10","0.1875","1.46875","N1 S1 O6","de-protonated","0","-9999","C32 H47 O6 N1 S1","32","47","6","1","-9999","1","-9999","-9999","-9999"
"2457","572.313838","572.313533862","572.313238822","7279169.5","-9999","302936.5","48.99","-1","0.515523176","0.476460843","0.920990839","0.654272841","10","0.181818182","1.454545455","13C1 S1 O6","de-protonated","1","2445","C32 H48 O6 S1 13C1","32","48","6","-9999","-9999","1","1","-9999","-9999"
"2457","572.313838","572.313533862","572.312995045","7279169.5","-9999","302936.5","48.99","-1","0.941473709","0.425717903","0.73113591","0.547885106","15","0.147058824","1.264705882","N3 O5","de-protonated","0","-9999","C34 H43 O5 N3","34","43","5","3","-9999","-9999","-9999","-9999","-9999"
"2457","572.313838","572.313533862","572.313997366","7279169.5","-9999","302936.5","48.99","-1","-0.809877032","0.443898423","0.793917021","0.583905862","1","0.333333333","2.166666667","N3 S1 P1 O8","de-protonated","0","-9999","C24 H52 O8 N3 P1 S1","24","52","8","3","1","1","-9999","-9999","-9999"
"2458","572.342121","572.341816834","572.341518468","1465945.8","-9999","310308.6","8.58","-1","0.521308106","0.475942579","0.736963647","0.580351006","9","0.151515152","1.545454545","N1 S1 O5","de-protonated","0","-9999","C33 H51 O5 N1 S1","33","51","5","1","-9999","1","-9999","-9999","-9999"
"2459","572.350158","572.349853826","572.349624331","3855968.8","-9999","312827.7","25.2","-1","0.400970736","0.485624274","0.905658807","0.653638087","9","0.147058824","1.529411765","13C1 S1 O5","de-protonated","1","2446","C33 H52 O5 S1 13C1","33","52","5","-9999","-9999","1","1","-9999","-9999"
"2459","572.350158","572.349853826","572.349380554","3855968.8","-9999","312827.7","25.2","-1","0.826894142","0.441660659","0.725399619","0.555156243","14","0.114285714","1.342857143","N3 O4","de-protonated","0","-9999","C35 H47 O4 N3","35","47","4","3","-9999","-9999","-9999","-9999","-9999"
"2459","572.350158","572.349853826","572.350382876","3855968.8","-9999","312827.7","25.2","-1","-0.924345061","0.428193775","0.787157861","0.571779409","0","0.28","2.24","N3 S1 P1 O7","de-protonated","0","-9999","C25 H56 O7 N3 P1 S1","25","56","7","3","1","1","-9999","-9999","-9999"
"2460","572.386524","572.38621979","572.38600984","1459839.8","-9999","403799","8.54","-1","0.366798128","0.975883306","0.990011115","0.98153443","8","0.114285714","1.6","13C1 S1 O4","de-protonated","1","2447","C34 H56 O4 S1 13C1","34","56","4","-9999","-9999","1","1","-9999","-9999"
"2460","572.386524","572.38621979","572.385766063","1459839.8","-9999","403799","8.54","-1","0.792694444","0.44612188","0.719752637","0.555574183","13","0.083333333","1.416666667","N3 O3","de-protonated","0","-9999","C36 H51 O3 N3","36","51","3","3","-9999","-9999","-9999","-9999","-9999"
"2462","573.050285","573.049980134","573.049706117","1252537","-9999","377059.3","7.09","-1","0.478171704","0.959360932","0","0.575616559","21","0.379310345","0.620689655","S1 O11","de-protonated","0","-9999","C29 H18 O11 S1","29","18","11","-9999","-9999","1","-9999","-9999","-9999"
"2462","573.050285","573.049980134","573.050195375","1252537","-9999","377059.3","7.09","-1","-0.375606181","0.97472609","0","0.584835654","25","0.09375","0.59375","N2 S2 P1 O3","de-protonated","0","-9999","C32 H19 O3 N2 P1 S2","32","19","3","2","1","2","-9999","-9999","-9999"
"2463","573.086611","573.086306098","573.086091627","1774808.3","-9999","293236.8","10.72","-1","0.374238467","0.487453746","0.755017935","0.594479422","20","0.333333333","0.733333333","S1 O10","de-protonated","0","-9999","C30 H22 O10 S1","30","22","10","-9999","-9999","1","-9999","-9999","-9999"
"2463","573.086611","573.086306098","573.086224569","1774808.3","-9999","293236.8","10.72","-1","0.142263288","0.996334423","0","0.597800654","7","0.947368421","1.421052632","P1 O18","de-protonated","0","-9999","C19 H27 O18 P1","19","27","18","-9999","1","-9999","-9999","-9999","-9999"
"2463","573.086611","573.086306098","573.086580884","1774808.3","-9999","293236.8","10.72","-1","-0.479485122","0.479571003","0.736963647","0.58252806","24","0.060606061","0.696969697","N2 S2 P1 O2","de-protonated","0","-9999","C33 H23 O2 N2 P1 S2","33","23","2","2","1","2","-9999","-9999","-9999"
"2464","573.12276","573.122455062","573.122477136","1325559.3","-9999","289141.3","7.6","-1","-0.038515778","0.999730863","0","0.599838518","19","0.290322581","0.838709677","S1 O9","de-protonated","0","-9999","C31 H26 O9 S1","31","26","9","-9999","-9999","1","-9999","-9999","-9999"
"2464","573.12276","573.122455062","573.122610078","1325559.3","-9999","289141.3","7.6","-1","-0.270476135","0.986813412","0","0.592088047","6","0.85","1.55","P1 O17","de-protonated","0","-9999","C20 H31 O17 P1","20","31","17","-9999","1","-9999","-9999","-9999","-9999"
"2464","573.12276","573.122455062","573.122966394","1325559.3","-9999","289141.3","7.6","-1","-0.892184816","0.865513748","0","0.519308249","23","0.029411765","0.794117647","N2 S2 P1 O1","de-protonated","0","-9999","C34 H27 O1 N2 P1 S2","34","27","1","2","1","2","-9999","-9999","-9999"
"2464","573.12276","573.122455062","573.122097014","1325559.3","-9999","289141.3","7.6","-1","0.624732956","0.931631585","0","0.558978951","24","0.181818182","0.696969697","N2 P1 O6","de-protonated","0","-9999","C33 H23 O6 N2 P1","33","23","6","2","1","-9999","-9999","-9999","-9999"
"2465","573.159387","573.159082026","573.158862646","1442582.6","-9999","306089.2","8.41","-1","0.382756272","0.486883774","0.742885034","0.589284278","18","0.25","0.9375","S1 O8","de-protonated","0","-9999","C32 H30 O8 S1","32","30","8","-9999","-9999","1","-9999","-9999","-9999"
"2465","573.159387","573.159082026","573.158995587","1442582.6","-9999","306089.2","8.41","-1","0.150810544","0.995881667","0","0.597529","5","0.761904762","1.666666667","P1 O16","de-protonated","0","-9999","C21 H35 O16 P1","21","35","16","-9999","1","-9999","-9999","-9999","-9999"
"2466","573.180584","573.180279005","573.179992014","2263337","-9999","312673.6","14.12","-1","0.500699814","0.477764942","0.761234226","0.591152655","13","0.344827586","1.172413793","S1 O10","de-protonated","0","-9999","C29 H34 O10 S1","29","34","10","-9999","-9999","1","-9999","-9999","-9999"
"2466","573.180584","573.180279005","573.180481271","2263337","-9999","312673.6","14.12","-1","-0.352884023","0.488829038","0.742885034","0.590451437","17","0.0625","1.09375","N2 S2 P1 O2","de-protonated","0","-9999","C32 H35 O2 N2 P1 S2","32","35","2","2","1","2","-9999","-9999","-9999"
"2467","573.195804","573.19549899","573.195248155","1501493.9","-9999","345131.7","8.82","-1","0.437607894","0.48292461","0.736963647","0.584540225","17","0.212121212","1.03030303","S1 O7","de-protonated","0","-9999","C33 H34 O7 S1","33","34","7","-9999","-9999","1","-9999","-9999","-9999"
"2467","573.195804","573.19549899","573.195381097","1501493.9","-9999","345131.7","8.82","-1","0.205676877","0.992353564","0","0.595412139","4","0.681818182","1.772727273","P1 O15","de-protonated","0","-9999","C22 H39 O15 P1","22","39","15","-9999","1","-9999","-9999","-9999","-9999"
"2468","573.208804","573.208498977","573.208135314","1496129.3","-9999","194457.3","8.78","-1","0.634433306","0.929569116","0","0.55774147","12","0.233333333","1.3","S1 P1 O7","de-protonated","0","-9999","C30 H39 O7 P1 S1","30","39","7","-9999","1","1","-9999","-9999","-9999"
"2468","573.208804","573.208498977","573.208983468","1496129.3","-9999","194457.3","8.78","-1","-0.845225479","0.878422099","0","0.527053259","13","0.392857143","1.214285714","N2 O11","de-protonated","0","-9999","C28 H34 O11 N2","28","34","11","2","-9999","-9999","-9999","-9999","-9999"
"2468","573.208804","573.208498977","573.208332019","1496129.3","-9999","194457.3","8.78","-1","0.291269043","0.984724196","0","0.590834518","4","0.65","1.9","N4 S1 O13","de-protonated","0","-9999","C20 H38 O13 N4 S1","20","38","13","4","-9999","1","-9999","-9999","-9999"
"2469","573.216918","573.216612969","573.216377523","6706504","-9999","294609.1","45.01","-1","0.410745092","0.984901448","0.976355111","0.981482913","12","0.3","1.266666667","S1 O9","de-protonated","0","-9999","C30 H38 O9 S1","30","38","9","-9999","-9999","1","-9999","-9999","-9999"
"2469","573.216918","573.216612969","573.21686678","6706504","-9999","294609.1","45.01","-1","-0.442784487","0.612390844","0.912707836","0.732517641","16","0.03030303","1.181818182","N2 S2 P1 O1","de-protonated","0","-9999","C33 H39 O1 N2 P1 S2","33","39","1","2","1","2","-9999","-9999","-9999"
"2470","573.228228","573.227922958","573.228262361","1369169.9","-9999","284705.9","7.9","-1","-0.592091091","0.469185069","0.714192896","0.5671882","21","0.162162162","0.918918919","O6","de-protonated","0","-9999","C37 H34 O6","37","34","6","-9999","-9999","-9999","-9999","-9999","-9999"
"2470","573.228228","573.227922958","573.227610912","1369169.9","-9999","284705.9","7.9","-1","0.544365496","0.947650631","0","0.568590379","12","0.275862069","1.310344828","N2 S1 O8","de-protonated","0","-9999","C29 H38 O8 N2 S1","29","38","8","2","-9999","1","-9999","-9999","-9999"
"2471","573.236359","573.23605395","573.235716775","2643800.8","-9999","251499.3","16.76","-1","0.58819506","0.939153422","0.99792423","0.962661745","12","0.266666667","1.3","13C1 N1 S1 O8","de-protonated","1","2452","C29 H39 O8 N1 S1 13C1","29","39","8","1","-9999","1","1","-9999","-9999"
"2471","573.236359","573.23605395","573.236342378","2643800.8","-9999","251499.3","16.76","-1","-0.503158177","0.477551052","0.742885034","0.583684645","16","0.0625","1.1875","N4 S2 O2","de-protonated","0","-9999","C32 H38 O2 N4 S2","32","38","2","4","-9999","2","-9999","-9999","-9999"
"2471","573.236359","573.23605395","573.23647532","2643800.8","-9999","251499.3","16.76","-1","-0.73507235","0.453305224","0.81490939","0.597946891","3","0.476190476","2.047619048","N4 S1 P1 O10","de-protonated","0","-9999","C21 H43 O10 N4 P1 S1","21","43","10","4","1","1","-9999","-9999","-9999"
"2472","573.245346","573.245040941","573.244520824","2373984.5","-9999","264297.3","14.89","-1","0.907321057","0.88659592","0.401614742","0.692603449","11","0.193548387","1.387096774","S1 P1 O6","de-protonated","0","-9999","C31 H43 O6 P1 S1","31","43","6","-9999","1","1","-9999","-9999","-9999"
"2472","573.245346","573.245040941","573.245368977","2373984.5","-9999","264297.3","14.89","-1","-0.572244213","0.920878908","0.389282863","0.70824049","12","0.344827586","1.310344828","N2 O10","de-protonated","0","-9999","C29 H38 O10 N2","29","38","10","2","-9999","-9999","-9999","-9999","-9999"
"2472","573.245346","573.245040941","573.244717528","2373984.5","-9999","264297.3","14.89","-1","0.564178482","0.959660719","0.335607698","0.710039511","3","0.571428571","2","N4 S1 O12","de-protonated","0","-9999","C21 H42 O12 N4 S1","21","42","12","4","-9999","1","-9999","-9999","-9999"
"2473","573.253251","573.252945933","573.252763032","14576999","-9999","291495","99.73","-1","0.319057359","0.483024201","0.930887112","0.662169365","11","0.258064516","1.35483871","S1 O8","de-protonated","0","-9999","C31 H42 O8 S1","31","42","8","-9999","-9999","1","-9999","-9999","-9999"
"2473","573.253251","573.252945933","573.25238291","14576999","-9999","291495","99.73","-1","0.98215559","0.279810396","0.704878376","0.449837588","16","0.151515152","1.181818182","N2 P1 O5","de-protonated","0","-9999","C33 H39 O5 N2 P1","33","39","5","2","1","-9999","-9999","-9999","-9999"
"2474","573.272565","573.272259914","573.272102284","3508087.8","-9999","269565.7","22.77","-1","0.27496409","0.657583464","0.960857491","0.778893075","11","0.225806452","1.387096774","13C1 N1 S1 O7","de-protonated","1","2454","C30 H43 O7 N1 S1 13C1","30","43","7","1","-9999","1","1","-9999","-9999"
"2474","573.272565","573.272259914","573.272727887","3508087.8","-9999","269565.7","22.77","-1","-0.816319538","0.443055374","0.736963647","0.560618683","15","0.03030303","1.272727273","N4 S2 O1","de-protonated","0","-9999","C33 H42 O1 N4 S2","33","42","1","4","-9999","2","-9999","-9999","-9999"
"2474","573.272565","573.272259914","573.271858508","3508087.8","-9999","269565.7","22.77","-1","0.700202069","0.457440537","0.742885034","0.571618336","16","0.1875","1.1875","N4 O6","de-protonated","0","-9999","C32 H38 O6 N4","32","38","6","4","-9999","-9999","-9999","-9999","-9999"
"2475","573.289615","573.289309897","573.289148542","19508614","-9999","299405","134.01","-1","0.281455146","0.487746232","0.910601728","0.656888431","10","0.21875","1.4375","S1 O7","de-protonated","0","-9999","C32 H46 O7 S1","32","46","7","-9999","-9999","1","-9999","-9999","-9999"
"2475","573.289615","573.289309897","573.288768419","19508614","-9999","299405","134.01","-1","0.944511267","0.283517072","0.697661181","0.449174715","15","0.117647059","1.264705882","N2 P1 O4","de-protonated","0","-9999","C34 H43 O4 N2 P1","34","43","4","2","1","-9999","-9999","-9999","-9999"
"2476","573.30903","573.308724878","573.308487794","2387863.3","-9999","311674","14.98","-1","0.413536194","0.969446551","0.968886703","0.969222612","10","0.1875","1.46875","13C1 N1 S1 O6","de-protonated","1","2456","C31 H47 O6 N1 S1 13C1","31","47","6","1","-9999","1","1","-9999","-9999"
"2476","573.30903","573.308724878","573.308244017","2387863.3","-9999","311674","14.98","-1","0.838747245","0.440081309","0.736963647","0.558834244","15","0.151515152","1.272727273","N4 O5","de-protonated","0","-9999","C33 H42 O5 N4","33","42","5","4","-9999","-9999","-9999","-9999","-9999"
"2476","573.30903","573.308724878","573.309246339","2387863.3","-9999","311674","14.98","-1","-0.909563021","0.430305195","0.800793265","0.578500423","1","0.347826087","2.217391304","N4 S1 P1 O8","de-protonated","0","-9999","C23 H51 O8 N4 P1 S1","23","51","8","4","1","1","-9999","-9999","-9999"
"2477","573.325999","573.325693861","573.325534051","14376358","-9999","297571","98.33","-1","0.278741867","0.485046664","0.915881463","0.657380584","9","0.181818182","1.515151515","S1 O6","de-protonated","0","-9999","C33 H50 O6 S1","33","50","6","-9999","-9999","1","-9999","-9999","-9999"
