"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S","36S"
"4077","582.935995","582.935818016","582.935481466","2908097.3","-9999","241520.9","21.05","-1","0.577337963","0.470656148","0.837042051","0.617210509","17","0.833333333","0.444444444","N4 S2 O15","de-protonated","0","-9999","C18 H8 O15 N4 S2","18","8","15","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4078","583.021126","583.020948999","583.021301835","2379260.8","-9999","334557.3","16.9","-1","-0.605184932","0.467852341","0.807789663","0.60382726900000006","15","0.863636364","0.727272727","O19","de-protonated","0","-9999","C22 H16 O19","22","16","19","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4078","583.021126","583.020948999","583.021139644","2379260.8","-9999","334557.3","16.9","-1","-0.326993936","0.980785589","0","0.588471353","10","0.764705882","1.235294118","N4 S2 P1 O13","de-protonated","0","-9999","C17 H21 O13 N4 P1 S2","17","21","13","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4079","583.02396","583.023782999","583.023311921","5011966.5","-9999","328698.4","37.55","-1","0.807991415","0.896690236","0.934765686","0.911920416","27","0.117647059","0.5","S2 P1 O4","de-protonated","0","-9999","C34 H17 O4 P1 S2","34","17","4","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4079","583.02396","583.023782999","583.024160074","5011966.5","-9999","328698.4","37.55","-1","-0.646757656","0.463454834","0.742885034","0.575226914","28","0.25","0.375","N2 S1 O8","de-protonated","0","-9999","C32 H12 O8 N2 S1","32","12","8","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4079","583.02396","583.023782999","583.024293016","5011966.5","-9999","328698.4","37.55","-1","-0.874778419","0.435178721","0.81490939","0.587070989","15","0.761904762","0.80952381","N2 P1 O16","de-protonated","0","-9999","C21 H17 O16 N2 P1","21","17","16","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4079","583.02396","583.023782999","583.023508626","5011966.5","-9999","328698.4","37.55","-1","0.47060425","0.480305786","0.793917021","0.60575028","19","0.416666667","0.666666667","N4 S2 O10","de-protonated","0","-9999","C24 H16 O10 N4 S2","24","16","10","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4080","583.026609","583.026431998","583.026661998","10578432","-9999","245250.3","81.21","-1","-0.394491933","0.486078605","0.767553728","0.598668654","24","0.464285714","0.428571429","N2 O13","de-protonated","0","-9999","C28 H12 O13 N2","28","12","13","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4080","583.026609","583.026431998","583.026010549","10578432","-9999","245250.3","81.21","-1","0.72286546","0.454771413","0.822155738","0.601725143","15","0.75","0.8","N4 S1 O15","de-protonated","0","-9999","C20 H16 O15 N4 S1","20","16","15","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4081","584.023373","584.023195801","584.023431798","1121978.8","-9999","330088","7.04","-1","-0.404089654","0.970806146","0","0.582483687","32","0.166666667","0.305555556","N1 S1 O6","de-protonated","0","-9999","C36 H11 O6 N1 S1","36","11","6","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4081","584.023373","584.023195801","584.02356474","1121978.8","-9999","330088","7.04","-1","-0.631720326","0.930148684","0","0.55808921","19","0.56","0.64","N1 P1 O14","de-protonated","0","-9999","C25 H16 O14 N1 P1","25","16","14","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4081","584.023373","584.023195801","584.02278035","1121978.8","-9999","330088","7.04","-1","0.711360699","0.912270062","0","0.547362037","23","0.285714286","0.535714286","N3 S2 O8","de-protonated","0","-9999","C28 H15 O8 N3 S2","28","15","8","3","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4081","584.023373","584.023195801","584.022913292","1121978.8","-9999","330088","7.04","-1","0.48372952","0.958430768","0","0.575058461","10","0.941176471","1.176470588","N3 S1 P1 O16","de-protonated","0","-9999","C17 H20 O16 N3 P1 S1","17","20","16","3","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4082","584.026411","584.0262338","584.026666756","2514620.8","-9999","256539.1","17.96","-1","-0.741329385","0.905092057","0.934765686","0.916961509","27","0.117647059","0.5","13C1 S2 P1 O4","de-protonated","1","4079","C33 H17 O4 P1 S2 13C1","33","17","4","-9999","1","2","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4082","584.026411","584.0262338","584.026803102","2514620.8","-9999","256539.1","17.96","-1","-0.974787024","0.420815203","0.736963647","0.547274581","27","0.181818182","0.454545455","N1 S2 O6","de-protonated","0","-9999","C33 H15 O6 N1 S2","33","15","6","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4082","584.026411","584.0262338","584.025933722","2514620.8","-9999","256539.1","17.96","-1","0.513809582","0.476613359","0.742885034","0.583122029","28","0.34375","0.34375","N1 O11","de-protonated","0","-9999","C32 H11 O11 N1","32","11","11","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4082","584.026411","584.0262338","584.026422979","2514620.8","-9999","256539.1","17.96","-1","-0.323922381","0.490570729","0.725399619","0.584502285","32","0.085714286","0.342857143","N3 S1 P1 O3","de-protonated","0","-9999","C35 H12 O3 N3 P1 S1","35","12","3","3","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4084","584.980448","584.980270611","584.980306402","1427294.4","-9999","305072.4","9.43","-1","-0.061183879","0.999320983","0","0.59959259","19","0.52","0.56","S2 O13","de-protonated","0","-9999","C25 H14 O13 S2","25","14","13","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4084","584.980448","584.980270611","584.97992628","1427294.4","-9999","305072.4","9.43","-1","0.588620464","0.939068116","0","0.56344087","24","0.37037037","0.407407407","N2 S1 P1 O10","de-protonated","0","-9999","C27 H11 O10 N2 P1 S1","27","11","10","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4085","585.020858","585.020680603","585.020334541","2625403","-9999","361204.5","18.82","-1","0.591538051","0.4692408","0.736963647","0.576329939","27","0.212121212","0.454545455","S1 P1 O7","de-protonated","0","-9999","C33 H15 O7 P1 S1","33","15","7","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4085","585.020858","585.020680603","585.021182694","2625403","-9999","361204.5","18.82","-1","-0.858244789","0.437447141","0.748902347","0.562029223","28","0.35483871","0.322580645","N2 O11","de-protonated","0","-9999","C31 H10 O11 N2","31","10","11","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4085","585.020858","585.020680603","585.020531245","2625403","-9999","361204.5","18.82","-1","0.255302661","0.494121468","0.800793265","0.616790187","19","0.565217391","0.608695652","N4 S1 O13","de-protonated","0","-9999","C23 H14 O13 N4 S1","23","14","13","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4086","585.023705","585.023527602","585.023705844","5139325","-9999","256659.3","38.54","-1","-0.304674998","0.491648872","0.755017935","0.596996497","22","0.233333333","0.633333333","S2 P1 O7","de-protonated","0","-9999","C30 H19 O7 P1 S2","30","19","7","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4086","585.023705","585.023527602","585.023902549","5139325","-9999","256659.3","38.54","-1","-0.640908149","0.464088676","0.822155738","0.607315501","14","0.65","0.9","N4 S2 O13","de-protonated","0","-9999","C20 H18 O13 N4 S2","20","18","13","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4086","585.023705","585.023527602","585.023033169","5139325","-9999","256659.3","38.54","-1","0.845151824","0.439220972","0.829532115","0.595345429","15","0.947368421","0.736842105","N4 O18","de-protonated","0","-9999","C19 H14 O18 N4","19","14","18","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4087","585.269218","585.269040553","585.269021495","1124395.1","-9999","517542","7.05","-1","0.032563252","0.999807617","0","0.59988457","2","0.307692308","1.961538462","S2 P1 O8","de-protonated","0","-9999","C26 H51 O8 P1 S2","26","51","8","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4087","585.269218","585.269040553","585.269356584","1124395.1","-9999","517542","7.05","-1","-0.53997472","0.948469655","0","0.569081793","21","0.027027027","1.027027027","N4 S1 O1","de-protonated","0","-9999","C37 H38 O1 N4 S1","37","38","1","4","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4087","585.269218","585.269040553","585.269489526","1124395.1","-9999","517542","7.05","-1","-0.76712078","0.898725269","0","0.539235162","8","0.346153846","1.653846154","N4 P1 O9","de-protonated","0","-9999","C26 H43 O9 N4 P1","26","43","9","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4088","585.271454","585.271276553","585.271390477","1959980.6","-9999","288261.2","13.6","-1","-0.194651409","0.496574319","0.736963647","0.59273005","11","0.151515152","1.393939394","S2 O5","de-protonated","0","-9999","C33 H46 O5 S2","33","46","5","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4088","585.271454","585.271276553","585.271010354","1959980.6","-9999","288261.2","13.6","-1","0.454829668","0.48157973","0.725399619","0.579107685","16","0.057142857","1.228571429","N2 S1 P1 O2","de-protonated","0","-9999","C35 H43 O2 N2 P1 S1","35","43","2","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4088","585.271454","585.271276553","585.271858508","1959980.6","-9999","288261.2","13.6","-1","-0.994332023","0.417886756","0.736963647","0.545517512","17","0.181818182","1.151515152","N4 O6","de-protonated","0","-9999","C33 H38 O6 N4","33","38","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4089","585.365487","585.365309534","585.365290864","1485935.5","-9999","388322.2","9.89","-1","0.03189578","0.499907711","0.742885034","0.59709864","4","0.15625","1.8125","S2 O5","de-protonated","0","-9999","C32 H58 O5 S2","32","58","5","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4089","585.365487","585.365309534","585.364910741","1485935.5","-9999","388322.2","9.89","-1","0.681272819","0.459616221","0.73113591","0.568224096","9","0.058823529","1.617647059","N2 S1 P1 O2","de-protonated","0","-9999","C34 H55 O2 N2 P1 S1","34","55","2","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4089","585.365487","585.365309534","585.365758894","1485935.5","-9999","388322.2","9.89","-1","-0.767656735","0.44929557","0.742885034","0.566731356","10","0.1875","1.5625","N4 O6","de-protonated","0","-9999","C32 H50 O6 N4","32","50","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4090","585.36721","585.367032534","585.367412665","1157232.6","-9999","551840.2","7.31","-1","-0.649388027","0.92633644","0","0.555801864","5","0.233333333","1.833333333","N2 P1 O7","de-protonated","0","-9999","C30 H55 O7 N2 P1","30","55","7","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4090","585.36721","585.367032534","585.366628274","1157232.6","-9999","551840.2","7.31","-1","0.690609613","0.917098466","0","0.55025908","9","0.03030303","1.636363636","N4 S2 O1","de-protonated","0","-9999","C33 H54 O1 N4 S2","33","54","1","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4091","585.368399","585.368221534","585.367792787","1429105.6","-9999","296510.9","9.44","-1","0.732439776","0.907246203","0","0.544347722","0","0.357142857","2.071428571","S1 O10","de-protonated","0","-9999","C28 H58 O10 S1","28","58","10","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4091","585.368399","585.368221534","585.368282044","1429105.6","-9999","296510.9","9.44","-1","-0.103372009","0.998062959","0","0.598837776","4","0.064516129","1.903225806","N2 S2 P1 O2","de-protonated","0","-9999","C31 H59 O2 N2 P1 S2","31","59","2","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4092","586.09627","586.096092389","586.09659674","1487480","-9999","211304.5","9.89","-1","-0.860525331","0.437136126","0.73113591","0.55473604","25","0.205882353","0.617647059","N1 S1 O7","de-protonated","0","-9999","C34 H21 O7 N1 S1","34","21","7","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4092","586.09627","586.096092389","586.096216618","1487480","-9999","211304.5","9.89","-1","-0.211959136","0.495940625","0.719752637","0.58546543","30","0.111111111","0.5","N3 P1 O4","de-protonated","0","-9999","C36 H18 O4 N3 P1","36","18","4","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4092","586.09627","586.096092389","586.095945292","1487480","-9999","211304.5","9.89","-1","0.250978894","0.988635543","0","0.593181326","16","0.346153846","0.961538462","N3 S2 O9","de-protonated","0","-9999","C26 H25 O9 N3 S2","26","25","9","3","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4093","586.170544","586.170366375","586.170370081","2557613","-9999","396304.5","18.29","-1","-0.006322401","0.499996374","0.780512821","0.612202952","9","0.307692308","1.461538462","N1 S2 P1 O8","de-protonated","0","-9999","C26 H38 O8 N1 P1 S2","26","38","8","1","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4094","586.173367","586.173189374","586.172739062","4454063","-9999","229918.6","33.16","-1","0.768223573","0.449224601","0.736963647","0.56432022","18","0.151515152","1","N1 S2 O5","de-protonated","0","-9999","C33 H33 O5 N1 S2","33","33","5","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4094","586.173367","586.173189374","586.172872004","4454063","-9999","229918.6","33.16","-1","0.541427284","0.897444493","0.966408018","0.925029903","5","0.590909091","1.727272727","N1 S1 P1 O13","de-protonated","0","-9999","C22 H38 O13 N1 P1 S1","22","38","13","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4094","586.173367","586.173189374","586.173720157","4454063","-9999","229918.6","33.16","-1","-0.905504914","0.909839962","0.952041942","0.926720754","6","0.85","1.65","N3 O17","de-protonated","0","-9999","C20 H33 O17 N3","20","33","17","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4095","587.126436","587.126258185","587.126513689","1275738.8","-9999","276107.5","8.23","-1","-0.43517685","0.966221137","0","0.579732682","24","0.2","0.714285714","P1 O7","de-protonated","0","-9999","C35 H25 O7 P1","35","25","7","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4095","587.126436","587.126258185","587.126242363","1275738.8","-9999","276107.5","8.23","-1","0.026948707","0.999868235","0","0.599920941","10","0.48","1.28","S2 O12","de-protonated","0","-9999","C25 H32 O12 S2","25","32","12","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4095","587.126436","587.126258185","587.125729298","1275738.8","-9999","276107.5","8.23","-1","0.900806279","0.431544748","0.70871839","0.542414204","28","0.026315789","0.631578947","N2 S2 O1","de-protonated","0","-9999","C38 H24 O1 N2 S2","38","24","1","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4095","587.126436","587.126258185","587.12586224","1275738.8","-9999","276107.5","8.23","-1","0.674378083","0.920792759","0","0.552475655","15","0.333333333","1.074074074","N2 S1 P1 O9","de-protonated","0","-9999","C27 H29 O9 N2 P1 S1","27","29","9","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4095","587.126436","587.126258185","587.126710393","1275738.8","-9999","276107.5","8.23","-1","-0.77020573","0.897952218","0","0.538771331","16","0.52","0.96","N4 O13","de-protonated","0","-9999","C25 H24 O13 N4","25","24","13","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4096","587.12937","587.129192184","587.128882671","2268508.8","-9999","349380.5","16.01","-1","0.527165058","0.475412555","0.68763467","0.560301401","33","0.095238095","0.476190476","O4","de-protonated","0","-9999","C42 H20 O4","42","20","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4096","587.12937","587.129192184","587.128744286","2268508.8","-9999","349380.5","16.01","-1","0.76286209","0.449894216","0.81490939","0.595900286","6","0.80952381","1.523809524","S1 O17","de-protonated","0","-9999","C21 H32 O17 S1","21","32","17","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4096","587.12937","587.129192184","587.129233543","2268508.8","-9999","349380.5","16.01","-1","-0.070442905","0.49955001","0.793917021","0.617296814","10","0.375","1.375","N2 S2 P1 O9","de-protonated","0","-9999","C24 H33 O9 N2 P1 S2","24","33","9","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4097","587.13215","587.131972184","587.132253974","5510494.5","-9999","254154.6","41.44","-1","-0.479943042","0.957541407","0.906078636","0.936956299","28","0.102564103","0.615384615","S1 O4","de-protonated","0","-9999","C39 H24 O4 S1","39","24","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4097","587.13215","587.131972184","587.132386916","5510494.5","-9999","254154.6","41.44","-1","-0.70636841","0.911366185","0.970305192","0.934941788","15","0.428571429","1.035714286","P1 O12","de-protonated","0","-9999","C28 H29 O12 P1","28","29","12","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4097","587.13215","587.131972184","587.132115589","5510494.5","-9999","254154.6","41.44","-1","-0.2442476","0.98823151","0.900562673","0.953163975","1","0.944444444","2","S2 O17","de-protonated","0","-9999","C18 H36 O17 S2","18","36","17","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4097","587.13215","587.131972184","587.131873851","5510494.5","-9999","254154.6","41.44","-1","0.167479376","0.663644561","0.852368523","0.739134146","33","0.024390244","0.512195122","N2 P1 O1","de-protonated","0","-9999","C41 H21 O1 N2 P1","41","21","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4097","587.13215","587.131972184","587.131602525","5510494.5","-9999","254154.6","41.44","-1","0.629600992","0.933232444","0.914833259","0.92587277","19","0.193548387","0.903225806","N2 S2 O6","de-protonated","0","-9999","C31 H28 O6 N2 S2","31","28","6","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4097","587.13215","587.131972184","587.131735467","5510494.5","-9999","254154.6","41.44","-1","0.403175123","0.972286209","0.975092797","0.973408844","6","0.7","1.65","N2 S1 P1 O14","de-protonated","0","-9999","C20 H33 O14 N2 P1 S1","20","33","14","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4098","587.176967","587.176789175","587.177014633","1299071","-9999","306475.6","8.41","-1","-0.383970245","0.973603102","0","0.584161861","14","0.448275862","1.103448276","O13","de-protonated","0","-9999","C29 H32 O13","29","32","13","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4098","587.176967","587.176789175","587.176226839","1299071","-9999","306475.6","8.41","-1","0.957695104","0.846689626","0.966408018","0.894576983","5","0.590909091","1.727272727","13C1 N1 S1 P1 O13","de-protonated","1","4094","C21 H38 O13 N1 P1 S1 13C1","21","38","13","1","1","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4098","587.176967","587.176789175","587.176501569","1299071","-9999","306475.6","8.41","-1","0.489811406","0.478700815","0.68763467","0.562274357","32","0.047619048","0.571428571","N2 O2","de-protonated","0","-9999","C42 H24 O2 N2","42","24","2","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4098","587.176967","587.176789175","587.176363185","1299071","-9999","306475.6","8.41","-1","0.725489316","0.908915864","0","0.545349518","5","0.714285714","1.714285714","N2 S1 O15","de-protonated","0","-9999","C21 H36 O15 N2 S1","21","36","15","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4098","587.176967","587.176789175","587.177074992","1299071","-9999","306475.6","8.41","-1","-0.48676521","0.957918556","0.952041942","0.955567911","6","0.85","1.65","13C1 N3 O17","de-protonated","1","4094","C19 H33 O17 N3 13C1","19","33","17","3","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4098","587.176967","587.176789175","587.176852442","1299071","-9999","306475.6","8.41","-1","-0.107748069","0.997895662","0","0.598737397","9","0.291666667","1.541666667","N4 S2 P1 O7","de-protonated","0","-9999","C24 H37 O7 N4 P1 S2","24","37","7","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4099","587.251405","587.25122716","587.250926358","1131444.6","-9999","451242.7","7.1","-1","0.512220561","0.476754376","0.68763467","0.561106494","25","0.023809524","0.880952381","P1 O1","de-protonated","0","-9999","C42 H37 O1 P1","42","37","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4099","587.251405","587.25122716","587.250655032","1131444.6","-9999","451242.7","7.1","-1","0.974248652","0.841790663","0","0.505074398","11","0.1875","1.375","S2 O6","de-protonated","0","-9999","C32 H44 O6 S2","32","44","6","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4099","587.251405","587.25122716","587.251123063","1131444.6","-9999","451242.7","7.1","-1","0.177262341","0.994314753","0","0.596588852","17","0.21875","1.125","N4 O7","de-protonated","0","-9999","C32 H36 O7 N4","32","36","7","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4100","587.287844","587.287666153","587.287508572","1471439","-9999","317482.7","9.76","-1","0.268319907","0.493510728","0.736963647","0.590891895","16","0.181818182","1.212121212","N4 O6","de-protonated","0","-9999","C33 H40 O6 N4","33","40","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4101","587.311181","587.311003148","587.310671833","1347551.8","-9999","298500.2","8.79","-1","0.564122968","0.94389224","0","0.566335344","1","0.461538462","2","S1 O12","de-protonated","0","-9999","C26 H52 O12 S1","26","52","12","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4101","587.311181","587.311003148","587.31116109","1347551.8","-9999","298500.2","8.79","-1","-0.268923734","0.986963358","0","0.592178015","5","0.137931034","1.827586207","N2 S2 P1 O4","de-protonated","0","-9999","C29 H53 O4 N2 P1 S2","29","53","4","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4102","588.095072","588.094893993","588.09448874","1367574.6","-9999","224605.9","8.94","-1","0.68909461","0.458723182","0.73113591","0.567688273","24","0.147058824","0.676470588","N1 S2 O5","de-protonated","0","-9999","C34 H23 O5 N1 S2","34","23","5","1","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4102","588.095072","588.094893993","588.094621682","1367574.6","-9999","224605.9","8.94","-1","0.463039453","0.961843424","0","0.577106054","11","0.565217391","1.217391304","N1 S1 P1 O13","de-protonated","0","-9999","C23 H28 O13 N1 P1 S1","23","28","13","1","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4102","588.095072","588.094893993","588.095469835","1367574.6","-9999","224605.9","8.94","-1","-0.979164417","0.840325234","0","0.50419514","12","0.80952381","1.095238095","N3 O17","de-protonated","0","-9999","C21 H23 O17 N3","21","23","17","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135608809","1401395.9","-9999","339513.8","9.21","-1","-0.497885476","0.956017266","0.906078636","0.936041814","28","0.102564103","0.615384615","13C1 S1 O4","de-protonated","1","4097","C38 H24 O4 S1 13C1","38","24","4","-9999","-9999","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135741751","1401395.9","-9999","339513.8","9.21","-1","-0.723924559","0.909289979","0.970305192","0.933696065","15","0.428571429","1.035714286","13C1 P1 O12","de-protonated","1","4097","C27 H29 O12 P1 13C1","27","29","12","-9999","1","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135470425","1401395.9","-9999","339513.8","9.21","-1","-0.262592133","0.98767568","0.900562673","0.952830477","1","0.944444444","2","13C1 S2 O17","de-protonated","1","4097","C17 H36 O17 S2 13C1","17","36","17","-9999","-9999","2","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135878096","1401395.9","-9999","339513.8","9.21","-1","-0.955751126","0.847261279","0","0.508356767","15","0.518518519","1","N1 O14","de-protonated","0","-9999","C27 H27 O14 N1","27","27","14","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135228686","1401395.9","-9999","339513.8","9.21","-1","0.148432432","0.664006846","0.852368523","0.739351517","33","0.024390244","0.512195122","13C1 N2 P1 O1","de-protonated","1","4097","C40 H21 O1 N2 P1 13C1","40","21","1","2","1","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.13495736","1401395.9","-9999","339513.8","9.21","-1","0.609765663","0.934619212","0.914833259","0.926704831","19","0.193548387","0.903225806","13C1 N2 S2 O6","de-protonated","1","4097","C30 H28 O6 N2 S2 13C1","30","28","6","2","-9999","2","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135090302","1401395.9","-9999","339513.8","9.21","-1","0.383726079","0.973636216","0.975092797","0.974218849","6","0.7","1.65","13C1 N2 S1 P1 O14","de-protonated","1","4097","C19 H33 O14 N2 P1 S1 13C1","19","33","14","2","1","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135365032","1401395.9","-9999","339513.8","9.21","-1","-0.083394539","0.499369442","0.698017357","0.578828608","33","0.075","0.475","N3 O3","de-protonated","0","-9999","C40 H19 O3 N3","40","19","3","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4103","588.135494","588.135315985","588.135226648","1401395.9","-9999","339513.8","9.21","-1","0.151898999","0.995822131","0","0.597493278","6","0.842105263","1.631578947","N3 S1 O16","de-protonated","0","-9999","C19 H31 O16 N3 S1","19","31","16","3","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4104","588.169988","588.169809978","588.169761682","1384653","-9999","238161.6","9.08","-1","0.082111886","0.998777355","0","0.599266413","18","0.25","0.96875","N1 S1 O8","de-protonated","0","-9999","C32 H31 O8 N1 S1","32","31","8","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4104","588.169988","588.169809978","588.169894624","1384653","-9999","238161.6","9.08","-1","-0.143914203","0.996249015","0","0.597749409","5","0.761904762","1.714285714","N1 P1 O16","de-protonated","0","-9999","C21 H36 O16 N1 P1","21","36","16","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4104","588.169988","588.169809978","588.16938156","1384653","-9999","238161.6","9.08","-1","0.72839264","0.454109991","0.73113591","0.564920358","23","0.147058824","0.823529412","N3 P1 O5","de-protonated","0","-9999","C34 H28 O5 N3 P1","34","28","5","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4108","588.912721","588.912542831","588.911965859","2440809.3","-9999","355981.6","17.35","-1","0.979724255","0.877321792","0.734009345","0.819996813","20","0.727272727","0.318181818","S1 P1 O16","de-protonated","0","-9999","C22 H7 O16 P1 S1","22","7","16","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
