"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","17O","18O","33S","34S","36S"
"4109","588.9156","588.91542183","588.915337163","6314603.5","-9999","272963.7","47.73","-1","0.143768452","0.332085531","0.772211541","0.508135935","15","0.842105263","0.578947368","S2 P1 O16","de-protonated","0","-9999","C19 H11 O16 P1 S2","19","11","16","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4110","589.127937","589.127758788","589.127776992","1200390.5","-9999","634461.4","7.63","-1","-0.030899939","0.999826767","0","0.59989606","18","0.15625","0.96875","S2 P1 O5","de-protonated","0","-9999","C32 H31 O5 P1 S2","32","31","5","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4110","589.127937","589.127758788","589.127911419","1200390.5","-9999","634461.4","7.63","-1","-0.259079869","0.98778514","0.900562673","0.952896153","1","0.944444444","2","S1 34S1 O17","de-protonated","1","4097","C18 H36 O17 S1 34S1","18","36","17","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","1","N/A"
"4110","589.127937","589.127758788","589.127398355","1200390.5","-9999","634461.4","7.63","-1","0.61180836","0.934478167","0.914833259","0.926620204","19","0.193548387","0.903225806","N2 S1 34S1 O6","de-protonated","1","4097","C31 H28 O6 N2 S1 34S1","31","28","6","2","-9999","1","-9999","-9999","-9999","-9999","-9999","1","N/A"
"4110","589.127937","589.127758788","589.128245023","1200390.5","-9999","634461.4","7.63","-1","-0.825346037","0.883731378","0","0.530238827","24","0.1875","0.71875","N4 P1 O6","de-protonated","0","-9999","C32 H23 O6 N4 P1","32","23","6","4","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4110","589.127937","589.127758788","589.127973696","1200390.5","-9999","634461.4","7.63","-1","-0.364790864","0.97614337","0","0.585686022","10","0.5","1.363636364","N4 S2 O11","de-protonated","0","-9999","C22 H30 O11 N4 S2","22","30","11","4","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4111","589.129449","589.129270788","589.129276594","1646343.5","-9999","300886.2","11.12","-1","-0.009855498","0.499991188","0.70871839","0.583482069","28","0.184210526","0.578947368","O7","de-protonated","0","-9999","C38 H22 O7","38","22","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4111","589.129449","589.129270788","589.129627467","1646343.5","-9999","300886.2","11.12","-1","-0.605433958","0.935653497","0","0.561392098","5","0.6","1.75","N2 S2 P1 O12","de-protonated","0","-9999","C20 H35 O12 N2 P1 S2","20","35","12","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4111","589.129449","589.129270788","589.128758087","1646343.5","-9999","300886.2","11.12","-1","0.870269497","0.87160093","0","0.522960558","6","0.894736842","1.631578947","N2 P1 O17","de-protonated","0","-9999","C19 H31 O17 N2 P1","19","31","17","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4111","589.129449","589.129270788","589.129114402","1646343.5","-9999","300886.2","11.12","-1","0.265451433","0.493647853","0.736963647","0.59097417","23","0.03030303","0.818181818","N4 S2 P1 O1","de-protonated","0","-9999","C33 H27 O1 N4 P1 S2","33","27","1","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4113","589.915085","589.914906632","589.915320694","2064199.5","-9999","302654","14.39","-1","-0.701901767","0.914485548","0.734009345","0.842295067","20","0.727272727","0.318181818","13C1 S1 P1 O16","de-protonated","1","4108","C21 H7 O16 P1 S1 13C1","21","7","16","-9999","1","1","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4116","591.08229","591.0821114","591.082540876","1194661.8","-9999","390881.6","7.57","-1","-0.726591405","0.908651974","0","0.545191184","28","0.108108108","0.567567568","S1 P1 O4","de-protonated","0","-9999","C37 H21 O4 P1 S1","37","21","4","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4116","591.08229","591.0821114","591.081889427","1194661.8","-9999","390881.6","7.57","-1","0.375537113","0.974735265","0","0.584841159","19","0.206896552","0.862068966","N2 S2 P1 O6","de-protonated","0","-9999","C29 H25 O6 N2 P1 S2","29","25","6","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4118","592.910852","592.910673037","592.910251782","1231867.8","-9999","331745.6","7.85","-1","0.710487298","0.912475648","0","0.547485389","14","0.944444444","0.611111111","S2 P1 O17","de-protonated","0","-9999","C18 H11 O17 P1 S2","18","11","17","-9999","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4119","593.08877","593.088591002","593.088675084","3151745.8","-9999","202398.3","22.91","-1","-0.141769352","0.498179893","0.714192896","0.584585094","27","0.108108108","0.594594595","S2 O4","de-protonated","0","-9999","C37 H22 O4 S2","37","22","4","-9999","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4119","593.08877","593.088591002","593.088808026","3151745.8","-9999","202398.3","22.91","-1","-0.365920794","0.487998571","0.780512821","0.605004271","14","0.461538462","1.038461538","S1 P1 O12","de-protonated","0","-9999","C26 H27 O12 P1 S1","26","27","12","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4119","593.08877","593.088591002","593.088294961","3151745.8","-9999","202398.3","22.91","-1","0.499151181","0.477899191","0.703327172","0.568070383","32","0.025641026","0.487179487","N2 S1 P1 O1","de-protonated","0","-9999","C39 H19 O1 N2 P1 S1","39","19","1","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4119","593.08877","593.088591002","593.088156577","3151745.8","-9999","202398.3","22.91","-1","0.732479899","0.453618264","0.837042051","0.606987778","5","0.777777778","1.722222222","N2 S2 P1 O14","de-protonated","0","-9999","C18 H31 O14 N2 P1 S2","18","31","14","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4119","593.08877","593.088591002","593.089143114","3151745.8","-9999","202398.3","22.91","-1","-0.930909719","0.427248561","0.714192896","0.542026295","33","0.135135135","0.378378378","N4 O5","de-protonated","0","-9999","C37 H14 O5 N4","37","14","5","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4120","593.093539","593.093360001","593.093678931","1450373.5","-9999","201660.3","9.56","-1","-0.53773907","0.948884398","0","0.569330639","19","0.482758621","0.75862069","O14","de-protonated","0","-9999","C29 H22 O14","29","22","14","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4120","593.093539","593.093360001","593.093165866","1450373.5","-9999","201660.3","9.56","-1","0.327325651","0.490373482","0.68763467","0.569277957","37","0.071428571","0.333333333","N2 O3","de-protonated","0","-9999","C42 H14 O3 N2","42","14","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4120","593.093539","593.093360001","593.093027482","1450373.5","-9999","201660.3","9.56","-1","0.560652412","0.944561037","0","0.566736622","10","0.761904762","1.238095238","N2 S1 O16","de-protonated","0","-9999","C21 H26 O16 N2 S1","21","26","16","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4120","593.093539","593.093360001","593.093516739","1450373.5","-9999","201660.3","9.56","-1","-0.264272512","0.987407587","0","0.592444552","14","0.333333333","1.125","N4 S2 P1 O8","de-protonated","0","-9999","C24 H27 O8 N4 P1 S2","24","27","8","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4121","595.085972","595.085792606","595.085697704","1266030.4","-9999","264119.4","7.5","-1","0.159476358","0.49769795","0.719752637","0.586519825","27","0.194444444","0.555555556","S1 O7","de-protonated","0","-9999","C36 H20 O7 S1","36","20","7","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4121","595.085972","595.085792606","595.085830645","1266030.4","-9999","264119.4","7.5","-1","-0.06392293","0.99925885","0","0.59955531","14","0.6","1","P1 O15","de-protonated","0","-9999","C25 H25 O15 P1","25","25","15","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4121","595.085972","595.085792606","595.085317581","1266030.4","-9999","264119.4","7.5","-1","0.798246245","0.445407471","0.70871839","0.550731838","32","0.105263158","0.447368421","N2 P1 O4","de-protonated","0","-9999","C38 H17 O4 N2 P1","38","17","4","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4122","595.098333","595.098153603","595.097582542","1380983.8","-9999","382824.9","8.34","-1","0.959610145","0.423062863","0.6825583","0.526861038","36","0.093023256","0.372093023","O4","de-protonated","0","-9999","C43 H16 O4","43","16","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4122","595.098333","595.098153603","595.098584863","1380983.8","-9999","382824.9","8.34","-1","-0.72468652","0.454553942","0.736963647","0.567517824","22","0.212121212","0.757575758","S1 P1 O7","de-protonated","0","-9999","C33 H25 O7 P1 S1","33","25","7","-9999","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4122","595.098333","595.098153603","595.09793341500006","1380983.8","-9999","382824.9","8.34","-1","0.370004238","0.975465102","0","0.585279061","13","0.36","1.16","N2 S2 P1 O9","de-protonated","0","-9999","C25 H29 O9 N2 P1 S2","25","29","9","2","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4123","595.103352","595.103172602","595.103455768","2543739.5","-9999","383006.7","16.78","-1","-0.475826658","0.479875223","0.719752637","0.575826189","27","0.25","0.555555556","O9","de-protonated","0","-9999","C36 H20 O9","36","20","9","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4123","595.103352","595.103172602","595.10280432","2543739.5","-9999","383006.7","16.78","-1","0.618855413","0.466433992","0.767553728","0.586881886","18","0.392857143","0.857142857","N2 S1 O11","de-protonated","0","-9999","C28 H24 O11 N2 S1","28","24","11","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4123","595.103352","595.103172602","595.103293577","2543739.5","-9999","383006.7","16.78","-1","-0.203283631","0.496264907","0.748902347","0.597319883","22","0.096774194","0.806451613","N4 S2 P1 O3","de-protonated","0","-9999","C31 H25 O3 N4 P1 S2","31","25","3","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4124","595.106215","595.106035602","595.106446949","3757182","-9999","331327.7","25.58","-1","-0.691216602","0.458479452","0.725399619","0.565247518","27","0.171428571","0.6","N2 P1 O6","de-protonated","0","-9999","C35 H21 O6 N2 P1","35","21","6","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4124","595.106215","595.106035602","595.106175623","3757182","-9999","331327.7","25.58","-1","-0.235287923","0.495002605","0.787157861","0.611864708","13","0.44","1.12","N2 S2 O11","de-protonated","0","-9999","C25 H28 O11 N2 S2","25","28","11","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4124","595.106215","595.106035602","595.105795501","3757182","-9999","331327.7","25.58","-1","0.40345973","0.485447879","0.773979033","0.60086034","18","0.296296296","0.925925926","N4 S1 P1 O8","de-protonated","0","-9999","C27 H25 O8 N4 P1 S1","27","25","8","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4125","595.109114","595.108934601","595.109328995","8944768","-9999","263175.2","63.24","-1","-0.662725288","0.96132295","0.981904031","0.969555383","18","0.482758621","0.827586207","O14","de-protonated","0","-9999","C29 H24 O14","29","24","14","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4125","595.109114","595.108934601","595.108815931","8944768","-9999","263175.2","63.24","-1","0.199409327","0.628049435","0.863764749","0.722335561","36","0.071428571","0.380952381","N2 O3","de-protonated","0","-9999","C42 H16 O3 N2","42","16","3","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4125","595.109114","595.108934601","595.108677546","8944768","-9999","263175.2","63.24","-1","0.431945774","0.483356231","0.81490939","0.615977495","9","0.761904762","1.333333333","N2 S1 O16","de-protonated","0","-9999","C21 H28 O16 N2 S1","21","28","16","2","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4125","595.109114","595.108934601","595.109166804","8944768","-9999","263175.2","63.24","-1","-0.390185002","0.654987575","0.933670063","0.76646057","13","0.333333333","1.208333333","N4 S2 P1 O8","de-protonated","0","-9999","C24 H29 O8 N4 P1 S2","24","29","8","4","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4126","596.112825","596.112645402","596.11268383","2532739.3","-9999","279489.4","16.69","-1","-0.064464677","0.999246239","0.981904031","0.992309356","18","0.482758621","0.827586207","13C1 O14","de-protonated","1","4125","C28 H24 O14 13C1","28","24","14","-9999","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4126","596.112825","596.112645402","596.11246128","2532739.3","-9999","279489.4","16.69","-1","0.308871229","0.49141925","0.736963647","0.589637009","21","0.121212121","0.848484848","N1 S2 P1 O4","de-protonated","0","-9999","C33 H28 O4 N1 P1 S2","33","28","4","1","1","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4126","596.112825","596.112645402","596.112170766","2532739.3","-9999","279489.4","16.69","-1","0.796219339","0.594224986","0.863764749","0.702040891","36","0.071428571","0.380952381","13C1 N2 O3","de-protonated","1","4125","C41 H16 O3 N2 13C1","41","16","3","2","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4126","596.112825","596.112645402","596.112521639","2532739.3","-9999","279489.4","16.69","-1","0.207617042","0.661472794","0.933670063","0.770351702","13","0.333333333","1.208333333","13C1 N4 S2 P1 O8","de-protonated","1","4125","C23 H29 O8 N4 P1 S2 13C1","23","29","8","4","1","2","1","-9999","-9999","-9999","-9999","-9999","N/A"
"4128","597.042925","597.042745218","597.043181442","1687123.3","-9999","330290.8","10.55","-1","-0.730641519","0.453839708","0.755017935","0.574310999","23","0.266666667","0.6","N2 S2 O8","de-protonated","0","-9999","C30 H18 O8 N2 S2","30","18","8","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4128","597.042925","597.042745218","597.042312062","1687123.3","-9999","330290.8","10.55","-1","0.725501902","0.454456426","0.761234226","0.577167546","24","0.448275862","0.482758621","N2 O13","de-protonated","0","-9999","C29 H14 O13 N2","29","14","13","2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4128","597.042925","597.042745218","597.043314384","1687123.3","-9999","330290.8","10.55","-1","-0.953308166","0.847978562","0","0.508787137","10","0.842105263","1.210526316","N2 S1 P1 O16","de-protonated","0","-9999","C19 H23 O16 N2 P1 S1","19","23","16","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4128","597.042925","597.042745218","597.04280132","1687123.3","-9999","330290.8","10.55","-1","-0.093966491","0.499199573","0.742885034","0.596673757","28","0.15625","0.46875","N4 S1 P1 O5","de-protonated","0","-9999","C32 H15 O5 N4 P1 S1","32","15","5","4","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4129","599.095627","599.09544681","599.095868465","2085531","-9999","270440.5","13.43","-1","-0.703817725","0.457019376","0.703327172","0.555542494","30","0.128205128","0.512820513","S1 O5","de-protonated","0","-9999","C39 H20 O5 S1","39","20","5","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4129","599.095627","599.09544681","599.096001406","2085531","-9999","270440.5","13.43","-1","-0.925721454","0.427995976","0.767553728","0.563819077","17","0.464285714","0.892857143","P1 O13","de-protonated","0","-9999","C28 H25 O13 P1","28","25","13","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4129","599.095627","599.09544681","599.095488342","2085531","-9999","270440.5","13.43","-1","-0.069324126","0.499564184","0.692787115","0.576853356","35","0.048780488","0.414634146","N2 P1 O2","de-protonated","0","-9999","C41 H17 O2 N2 P1","41","17","2","2","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4129","599.095627","599.09544681","599.095217016","2085531","-9999","270440.5","13.43","-1","0.383569059","0.486828751","0.748902347","0.591658189","21","0.225806452","0.774193548","N2 S2 O7","de-protonated","0","-9999","C31 H24 O7 N2 S2","31","24","7","2","-9999","2","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4129","599.095627","599.09544681","599.095349958","2085531","-9999","270440.5","13.43","-1","0.161664848","0.99526897","0","0.597161382","8","0.75","1.45","N2 S1 P1 O15","de-protonated","0","-9999","C20 H29 O15 N2 P1 S1","20","29","15","2","1","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4130","600.070211","600.070030617","600.069988069","1353631.4","-9999","268529.4","8.11","-1","0.070905408","0.499544084","0.692787115","0.576841297","35","0.073170732","0.365853659","N1 S1 O3","de-protonated","0","-9999","C41 H15 O3 N1 S1","41","15","3","1","-9999","1","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
"4130","600.070211","600.070030617","600.07012101","1353631.4","-9999","268529.4","8.11","-1","-0.150638266","0.995891052","0","0.597534631","22","0.366666667","0.666666667","N1 P1 O11","de-protonated","0","-9999","C30 H20 O11 N1 P1","30","20","11","1","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999","N/A"
