"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","33S","34S"
"67","278.063853","278.063850276","278.063720971","1185366.9","-9999","570982.3","17.97","-1","0.465021936","0.641014916","0.917552505","0.751629952","3","0.1","1.9","13C1 N2 S2 P1 O1","de-protonated","1","65","C9 H19 O1 N2 P1 S2 13C1","9","19","1","2","1","2","1","-9999","-9999","-9999"
"67","278.063853","278.063850276","278.063857316","1185366.9","-9999","570982.3","17.97","-1","-0.02531753","0.999883702","0","0.599930221","3","0.333333333","1.888888889","N3 S2 O3","de-protonated","0","-9999","C9 H17 O3 N3 S2","9","17","3","3","-9999","2","-9999","-9999","-9999","-9999"
"69","279.057553","279.057549789","279.057388756","4215613","-9999","582463.3","69","-1","0.577061975","0.941366715","0","0.564820029","3","0.444444444","1.888888889","N2 S1 P1 O4","de-protonated","0","-9999","C9 H17 O4 N2 P1 S1","9","17","4","2","1","1","-9999","-9999","-9999","-9999"
"74","285.135237","285.135230807","285.135231354","2209175.5","-9999","645450.9","35","-1","-0.001918336","0.999999332","0","0.599999599","3","0.066666667","1.733333333","S2 O1","de-protonated","0","-9999","C15 H26 O1 S2","15","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"75","286.984404","286.9843969","286.984210013","1182280.5","-9999","670092","17.7","-1","0.651209181","0.925938408","0","0.555563045","11","0.214285714","0.571428571","S2 O3","de-protonated","0","-9999","C14 H8 O3 S2","14","8","3","-9999","-9999","2","-9999","-9999","-9999","-9999"
"76","287.150863","287.150855818","287.150881418","868440.3","-9999","577231.2","12.47","-1","-0.089153054","0.998558837","0","0.599135302","2","0.066666667","1.866666667","S2 O1","de-protonated","0","-9999","C15 H28 O1 S2","15","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"77","289.122136","289.122127851","289.122371796","1647890.4","-9999","644741.7","25.45","-1","-0.843742455","0.878821423","0","0.527292854","8","0.071428571","1.357142857","N4 P1 O1","de-protonated","0","-9999","C14 H19 O1 N4 P1","14","19","1","4","1","-9999","-9999","-9999","-9999","-9999"
"78","289.130222","289.130213847","289.130145974","1055699.1","-9999","496948.8","15.59","-1","0.234750246","0.99005061","0","0.594030366","2","0.142857143","1.857142857","S2 O2","de-protonated","0","-9999","C14 H26 O2 S2","14","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"79","291.03981","291.03980091","291.039630691","5374405.5","-9999","592165.6","86.98","-1","0.584866245","0.939819086","0","0.563891451","4","0.2","1.7","N2 S2 P1 O2","de-protonated","0","-9999","C10 H17 O2 N2 P1 S2","10","17","2","2","1","2","-9999","-9999","-9999","-9999"
"80","292.987412","292.987401955","292.987380642","871801.3","-9999","608172.3","12.45","-1","0.072742955","0.999040318","0","0.599424191","10","0.545454545","0.545454545","N2 S1 O6","de-protonated","0","-9999","C11 H6 O6 N2 S1","11","6","6","2","-9999","1","-9999","-9999","-9999","-9999"
"81","293.036891","293.03688093","293.036653311","2182013.8","-9999","609176.2","34.13","-1","0.776761437","0.896301366","0","0.53778082","4","0.555555556","1.666666667","N2 S1 P1 O5","de-protonated","0","-9999","C9 H15 O5 N2 P1 S1","9","15","5","2","1","1","-9999","-9999","-9999","-9999"
"87","297.135399","297.135386919","297.135231354","864884.6","-9999","651810.2","12.25","-1","0.523550632","0.951480544","0","0.570888326","4","0.0625","1.625","S2 O1","de-protonated","0","-9999","C16 H26 O1 S2","16","26","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"92","299.114559","299.114545948","299.114495909","1250728.6","-9999","656792.7","18.6","-1","0.167291078","0.994934793","0","0.596960876","4","0.133333333","1.6","S2 O2","de-protonated","0","-9999","C15 H24 O2 S2","15","24","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"94","299.150993","299.15097993","299.150881418","895787.9","-9999","581716.9","12.76","-1","0.329305267","0.980515671","0","0.588309403","3","0.0625","1.75","S2 O1","de-protonated","0","-9999","C16 H28 O1 S2","16","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"97","301.13021","301.130195959","301.130145974","2416991.8","-9999","552171.6","37.55","-1","0.165993947","0.995012842","0","0.597007705","3","0.133333333","1.733333333","S2 O2","de-protonated","0","-9999","C15 H26 O2 S2","15","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"100","303.145929","303.14591397","303.145796038","2796823.3","-9999","525807.1","43.76","-1","0.389028463","0.972912611","0","0.583747567","2","0.133333333","1.866666667","S2 O2","de-protonated","0","-9999","C15 H28 O2 S2","15","28","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"103","307.07036","307.070343045","307.07006144","1001855.3","-9999","676222.5","14.31","-1","0.917071127","0.858471433","0","0.51508286","4","0.7","1.7","N2 P1 O7","de-protonated","0","-9999","C10 H17 O7 N2 P1","10","17","7","2","1","-9999","-9999","-9999","-9999","-9999"
"104","307.071229","307.071212045","307.07093082","3225471.5","-9999","568388.5","50.43","-1","0.915830066","0.858825839","0","0.515295504","3","0.181818182","1.909090909","N2 S2 P1 O2","de-protonated","0","-9999","C11 H21 O2 N2 P1 S2","11","21","2","2","1","2","-9999","-9999","-9999","-9999"
"105","309.06827","309.068252065","309.06795344","1103928.8","-9999","583436","15.96","-1","0.966211874","0.844176053","0","0.506505632","3","0.5","1.9","N2 S1 P1 O5","de-protonated","0","-9999","C10 H19 O5 N2 P1 S1","10","19","5","2","1","1","-9999","-9999","-9999","-9999"
"110","311.151064","311.151045043","311.150881418","1197052.3","-9999","550430.9","17.47","-1","0.525868119","0.951060762","0","0.570636457","4","0.058823529","1.647058824","S2 O1","de-protonated","0","-9999","C17 H28 O1 S2","17","28","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"110","311.151064","311.151045043","311.151349449","1197052.3","-9999","550430.9","17.47","-1","-0.978322356","0.840576601","0","0.504345961","10","0.117647059","1.176470588","N4 O2","de-protonated","0","-9999","C17 H20 O2 N4","17","20","2","4","-9999","-9999","-9999","-9999","-9999","-9999"
"123","313.130348","313.130328072","313.130145974","1426872.5","-9999","575492.7","21.06","-1","0.581541314","0.940480668","0","0.564288401","4","0.125","1.625","S2 O2","de-protonated","0","-9999","C16 H26 O2 S2","16","26","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"123","313.130348","313.130328072","313.130614004","1426872.5","-9999","575492.7","21.06","-1","-0.91314142","0.859592482","0","0.515755489","10","0.1875","1.125","N4 O3","de-protonated","0","-9999","C16 H18 O3 N4","16","18","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"124","313.166673","313.166653054","313.16653148300003","1233084","-9999","601521.3","17.94","-1","0.38819903100000003","0.973026421","0","0.583815853","3","0.058823529","1.764705882","S2 O1","de-protonated","0","-9999","C17 H30 O1 S2","17","30","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"129","315.137839","315.137818087","315.13802186","1035130.3","-9999","609619.8","14.74","-1","-0.646616501","0.926940375","0","0.556164225","9","0.0625","1.3125","N4 P1 O1","de-protonated","0","-9999","C16 H21 O1 N4 P1","16","21","1","4","1","-9999","-9999","-9999","-9999","-9999"
"130","315.145907","315.145886083","315.145796038","935483.1","-9999","458769.4","13.13","-1","0.285724124","0.985296017","0","0.59117761","3","0.125","1.75","S2 O2","de-protonated","0","-9999","C16 H28 O2 S2","16","28","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"131","315.182345","315.182324065","315.182181547","1905790.6","-9999","508371.7","28.79","-1","0.452175082","0.963580335","0","0.578148201","2","0.058823529","1.882352941","S2 O1","de-protonated","0","-9999","C17 H32 O1 S2","17","32","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"133","317.153545","317.153523098","317.153671925","971840.4","-9999","639849.1","13.62","-1","-0.469257935","0.96083215","0","0.57649929","8","0.0625","1.4375","N4 P1 O1","de-protonated","0","-9999","C16 H23 O1 N4 P1","16","23","1","4","1","-9999","-9999","-9999","-9999","-9999"
"137","319.132789","319.132766127","319.132468449","933958.5","-9999","499810.8","13.01","-1","0.932771214","0.853959396","0","0.512375638","2","0.066666667","1.933333333","S2 P1 O1","de-protonated","0","-9999","C15 H29 O1 P1 S2","15","29","1","-9999","1","2","-9999","-9999","-9999","-9999"
"137","319.132789","319.132766127","319.13293648","933958.5","-9999","499810.8","13.01","-1","-0.533799713","0.949611452","0","0.569766871","8","0.133333333","1.4","N4 P1 O2","de-protonated","0","-9999","C15 H21 O2 N4 P1","15","21","2","4","1","-9999","-9999","-9999","-9999","-9999"
"139","321.007438","321.007414207","321.007447381","1175494","-9999","467745.8","16.88","-1","-0.103344689","0.998063982","0","0.598838389","10","0.5","0.714285714","S1 O7","de-protonated","0","-9999","C14 H10 O7 S1","14","10","7","-9999","-9999","1","-9999","-9999","-9999","-9999"
"140","321.010239","321.010215206","321.010438562","12060358","-9999","554085.2","191.36","-1","-0.695792293","0.927753158","0.96078117","0.940964363","10","0.307692308","0.846153846","N2 S1 P1 O4","de-protonated","0","-9999","C13 H11 O4 N2 P1 S1","13","11","4","2","1","1","-9999","-9999","-9999","-9999"
"141","321.184922","321.18489812","321.184972054","1306840.4","-9999","668969.6","18.98","-1","-0.230190484","0.990431531","0","0.594258918","6","0.0625","1.6875","N4 P1 O1","de-protonated","0","-9999","C16 H27 O1 N4 P1","16","27","1","4","1","-9999","-9999","-9999","-9999","-9999"
"142","322.013629","322.013604713","322.013793397","1106734.4","-9999","699687.6","15.77","-1","-0.585949917","0.939602747","0.96078117","0.948074116","10","0.307692308","0.846153846","13C1 N2 S1 P1 O4","de-protonated","1","140","C12 H11 O4 N2 P1 S1 13C1","12","11","4","2","1","1","1","-9999","-9999","-9999"
"144","323.005481","323.005456227","323.005339381","1003542.5","-9999","506243.6","13.97","-1","0.361744977","0.976535406","0","0.585921244","9","0.357142857","0.857142857","S2 O5","de-protonated","0","-9999","C14 H12 O5 S2","14","12","5","-9999","-9999","2","-9999","-9999","-9999","-9999"
"145","323.008208","323.008183225","323.008330562","12023703","-9999","524071.8","188.75","-1","-0.456138634","0.649918856","0.896108663","0.748394779","9","0.153846154","1","N2 S2 P1 O2","de-protonated","0","-9999","C13 H13 O2 N2 P1 S2","13","13","2","2","1","2","-9999","-9999","-9999","-9999"
"146","323.078338","323.078313191","323.0781104","995358.2","-9999","548650.6","13.84","-1","0.627684472","0.931006921","0","0.558604152","7","0.1875","1.25","S2 O3","de-protonated","0","-9999","C16 H20 O3 S2","16","20","3","-9999","-9999","2","-9999","-9999","-9999","-9999"
"146","323.078338","323.078313191","323.07857843","995358.2","-9999","548650.6","13.84","-1","-0.820975312","0.884885962","0","0.530931577","13","0.25","0.75","N4 O4","de-protonated","0","-9999","C16 H12 O4 N4","16","12","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"147","323.164129","323.164104149","323.164236609","1343911.3","-9999","570969.8","19.37","-1","-0.409884151","0.969975671","0","0.581985402","6","0.133333333","1.666666667","N4 P1 O2","de-protonated","0","-9999","C15 H25 O2 N4 P1","15","25","2","4","1","-9999","-9999","-9999","-9999","-9999"
"148","323.187481","323.187456137","323.187734958","1362089.8","-9999","625918.3","19.66","-1","-0.862721898","0.873671987","0","0.524203192","10","0.052631579","1.263157895","N4 O1","de-protonated","0","-9999","C19 H24 O1 N4","19","24","1","4","-9999","-9999","-9999","-9999","-9999","-9999"
"149","324.011623","324.011597733","324.011685397","1090561.4","-9999","528336.7","15.35","-1","-0.270558012","0.65787032","0.896108663","0.753165657","9","0.153846154","1","13C1 N2 S2 P1 O2","de-protonated","1","145","C12 H13 O2 N2 P1 S2 13C1","12","13","2","2","1","2","1","-9999","-9999","-9999"
"149","324.011623","324.011597733","324.011821743","1090561.4","-9999","528336.7","15.35","-1","-0.691362359","0.916925375","0","0.550155225","9","0.333333333","0.916666667","N3 S2 O4","de-protonated","0","-9999","C12 H11 O4 N3 S2","12","11","4","3","-9999","2","-9999","-9999","-9999","-9999"
"151","325.093938","325.093912202","325.093760464","2267253.8","-9999","564803.8","34.01","-1","0.466750678","0.961241385","0","0.576744831","6","0.1875","1.375","S2 O3","de-protonated","0","-9999","C16 H22 O3 S2","16","22","3","-9999","-9999","2","-9999","-9999","-9999","-9999"
"151","325.093938","325.093912202","325.094228495","2267253.8","-9999","564803.8","34.01","-1","-0.972926891","0.842183867","0","0.50531032","12","0.25","0.875","N4 O4","de-protonated","0","-9999","C16 H14 O4 N4","16","14","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"152","325.166803","325.166777166","325.16653148300003","1019261.8","-9999","607409.4","14.21","-1","0.75556141","0.901600137","0","0.540960082","4","0.055555556","1.666666667","S2 O1","de-protonated","0","-9999","C18 H30 O1 S2","18","30","1","-9999","-9999","2","-9999","-9999","-9999","-9999"
"152","325.166803","325.166777166","325.166999514","1019261.8","-9999","607409.4","14.21","-1","-0.68379438","0.9186585","0","0.5511951","10","0.111111111","1.222222222","N4 O2","de-protonated","0","-9999","C18 H22 O2 N4","18","22","2","4","-9999","-9999","-9999","-9999","-9999","-9999"
"155","325.203172","325.203146148","325.203385023","2122881.8","-9999","532905.8","31.72","-1","-0.734538974","0.906739405","0","0.544043643","9","0.052631579","1.368421053","N4 O1","de-protonated","0","-9999","C19 H26 O1 N4","19","26","1","4","-9999","-9999","-9999","-9999","-9999","-9999"
"156","326.188757","326.188730665","326.189054376","3974381.3","-9999","552751.1","61.08","-1","-0.992403966","0.836354615","0","0.501812769","4","0.176470588","1.764705882","N1 P1 O3","de-protonated","0","-9999","C17 H30 O3 N1 P1","17","30","3","1","1","-9999","-9999","-9999","-9999","-9999"
"159","327.109663","327.109636213","327.109410529","1007187","-9999","600696.6","14.02","-1","0.689935185","0.917253417","0","0.55035205","5","0.1875","1.5","S2 O3","de-protonated","0","-9999","C16 H24 O3 S2","16","24","3","-9999","-9999","2","-9999","-9999","-9999","-9999"
"159","327.109663","327.109636213","327.109878559","1007187","-9999","600696.6","14.02","-1","-0.740871414","0.905203543","0","0.543122126","11","0.25","1","N4 O4","de-protonated","0","-9999","C16 H16 O4 N4","16","16","4","4","-9999","-9999","-9999","-9999","-9999","-9999"
"160","327.181109","327.181082178","327.181312168","1119323","-9999","689186.9","15.8","-1","-0.702942325","0.914243016","0","0.54854581","4","0.352941176","1.647058824","O6","de-protonated","0","-9999","C17 H28 O6","17","28","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"161","327.218811","327.218784159","327.219035087","3699039.3","-9999","526691.8","56.71","-1","-0.766850131","0.898792974","0","0.539275785","8","0.052631579","1.473684211","N4 O1","de-protonated","0","-9999","C19 H28 O1 N4","19","28","1","4","-9999","-9999","-9999","-9999","-9999","-9999"
"163","329.15363","329.15360221","329.153671925","6784569.5","-9999","521420","104.24","-1","-0.211799297","0.978506553","0.979505376","0.978906082","9","0.058823529","1.352941176","N4 P1 O1","de-protonated","0","-9999","C17 H23 O1 N4 P1","17","23","1","4","1","-9999","-9999","-9999","-9999","-9999"
"164","329.161626","329.161598206","329.161446103","1176250.4","-9999","571706","16.47","-1","0.462094581","0.961995994","0","0.577197597","3","0.117647059","1.764705882","S2 O2","de-protonated","0","-9999","C17 H30 O2 S2","17","30","2","-9999","-9999","2","-9999","-9999","-9999","-9999"
"164","329.161626","329.161598206","329.161914133","1176250.4","-9999","571706","16.47","-1","-0.959791871","0.846072176","0","0.507643305","9","0.176470588","1.294117647","N4 O3","de-protonated","0","-9999","C17 H22 O3 N4","17","22","3","4","-9999","-9999","-9999","-9999","-9999","-9999"
"165","329.234477","329.23444917","329.234685152","5686850.5","-9999","508050","87.06","-1","-0.716757326","0.905624435","0.982096771","0.936213369","7","0.052631579","1.578947368","N4 O1","de-protonated","0","-9999","C19 H30 O1 N4","19","30","1","4","-9999","-9999","-9999","-9999","-9999","-9999"
"166","330.156909","330.156880718","330.156695075","1057196.9","-9999","483377.3","14.61","-1","0.562288164","0.944246273","0","0.566547764","3","0.125","1.8125","N1 S2 O2","de-protonated","0","-9999","C16 H29 O2 N1 S2","16","29","2","1","-9999","2","-9999","-9999","-9999","-9999"
"166","330.156909","330.156880718","330.15702676","1057196.9","-9999","483377.3","14.61","-1","-0.442340512","0.965119665","0.979505376","0.970873949","9","0.058823529","1.352941176","13C1 N4 P1 O1","de-protonated","1","163","C16 H23 O1 N4 P1 13C1","16","23","1","4","1","-9999","1","-9999","-9999","-9999"
"167","330.237817","330.237788678","330.238039987","1319862.3","-9999","524442.4","18.72","-1","-0.760992629","0.900253662","0.982096771","0.932990905","7","0.052631579","1.578947368","13C1 N4 O1","de-protonated","1","165","C18 H30 O1 N4 13C1","18","30","1","4","-9999","-9999","1","-9999","-9999","-9999"
"171","331.250101","331.250072182","331.250335216","1204780.5","-9999","566671.7","16.92","-1","-0.79406641","0.891891384","0","0.535134831","6","0.052631579","1.684210526","N4 O1","de-protonated","0","-9999","C19 H32 O1 N4","19","32","1","4","-9999","-9999","-9999","-9999","-9999","-9999"
"172","333.112154","333.112124268","333.112201035","962186.4","-9999","598695.8","13.12","-1","-0.23045364","0.990409746","0","0.594245848","9","0.2","1.266666667","N4 P1 O3","de-protonated","0","-9999","C15 H19 O3 N4 P1","15","19","3","4","1","-9999","-9999","-9999","-9999","-9999"
"173","333.148632","333.14860225","333.148586544","1527310.9","-9999","584638","21.96","-1","0.047143629","0.999596808","0","0.599758085","8","0.125","1.4375","N4 P1 O2","de-protonated","0","-9999","C16 H23 O2 N4 P1","16","23","2","4","1","-9999","-9999","-9999","-9999","-9999"
"175","334.98957","334.989539347","334.989703117","4282096","-9999","533414.6","65.07","-1","-0.488881957","0.957559665","0","0.574535799","11","0.384615385","0.692307692","N2 S1 P1 O5","de-protonated","0","-9999","C13 H9 O5 N2 P1 S1","13","9","5","2","1","1","-9999","-9999","-9999","-9999"
"176","335.164235","335.164204261","335.164236609","1110021.6","-9999","550420.9","15.22","-1","-0.096512529","0.998311293","0","0.598986776","7","0.125","1.5625","N4 P1 O2","de-protonated","0","-9999","C16 H25 O2 N4 P1","16","25","2","4","1","-9999","-9999","-9999","-9999","-9999"
