Calibrated m/z,Molecular Formula,MolForm,molecular_formula_clean,molform_clean,exact_match,whitespace_normalized_match
439.178825389,C24H29O4N2P1,C24H29O4N2P,C24H29O4N2P1,C24H29O4N2P,FALSE,FALSE
471.15102565,C24H29O4N2P1S1,C24H29O4N2SP,C24H29O4N2P1S1,C24H29O4N2SP,FALSE,FALSE
411.173382808,C24H29O4P1,C24H29O4P,C24H29O4P1,C24H29O4P,FALSE,FALSE
455.173896643,C24H29O5N2P1,C24H29O5N2P,C24H29O5N2P1,C24H29O5N2P,FALSE,FALSE
487.145738856,C24H29O5N2P1S1,C24H29O5N2SP,C24H29O5N2P1S1,C24H29O5N2SP,FALSE,FALSE
427.168357606,C24H29O5P1,C24H29O5P,C24H29O5P1,C24H29O5P,FALSE,FALSE
471.168985806,C24H29O6N2P1,C24H29O6N2P,C24H29O6N2P1,C24H29O6N2P,FALSE,FALSE
503.140821351,C24H29O6N2P1S1,C24H29O6N2SP,C24H29O6N2P1S1,C24H29O6N2SP,FALSE,FALSE
499.175346807,C24H29O6N4P1,C24H29O6N4P,C24H29O6N4P1,C24H29O6N4P,FALSE,FALSE
443.163138327,C24H29O6P1,C24H29O6P,C24H29O6P1,C24H29O6P,FALSE,FALSE
475.135130794,C24H29O6P1S1,C24H29O6SP,C24H29O6P1S1,C24H29O6SP,FALSE,FALSE
507.107201891,C24H29O6P1S2,C24H29O6S2P,C24H29O6P1S2,C24H29O6S2P,FALSE,FALSE
487.163938351,C24H29O7N2P1,C24H29O7N2P,C24H29O7N2P1,C24H29O7N2P,FALSE,FALSE
519.136036554,C24H29O7N2P1S1,C24H29O7N2SP,C24H29O7N2P1S1,C24H29O7N2SP,FALSE,FALSE
515.170561071,C24H29O7N4P1,C24H29O7N4P,C24H29O7N4P1,C24H29O7N4P,FALSE,FALSE
459.158069183,C24H29O7P1,C24H29O7P,C24H29O7P1,C24H29O7P,FALSE,FALSE
491.129608664,C24H29O7P1S1,C24H29O7SP,C24H29O7P1S1,C24H29O7SP,FALSE,FALSE
523.10169717,C24H29O7P1S2,C24H29O7S2P,C24H29O7P1S2,C24H29O7S2P,FALSE,FALSE
503.158532845,C24H29O8N2P1,C24H29O8N2P,C24H29O8N2P1,C24H29O8N2P,FALSE,FALSE
535.13056303,C24H29O8N2P1S1,C24H29O8N2SP,C24H29O8N2P1S1,C24H29O8N2SP,FALSE,FALSE
531.165062989,C24H29O8N4P1,C24H29O8N4P,C24H29O8N4P1,C24H29O8N4P,FALSE,FALSE
539.096685746,C24H29O8P1S2,C24H29O8S2P,C24H29O8P1S2,C24H29O8S2P,FALSE,FALSE
519.154153443,C24H29O9N2P1,C24H29O9N2P,C24H29O9N2P1,C24H29O9N2P,FALSE,FALSE
551.125786314,C24H29O9N2P1S1,C24H29O9N2SP,C24H29O9N2P1S1,C24H29O9N2SP,FALSE,FALSE
547.160371737,C24H29O9N4P1,C24H29O9N4P,C24H29O9N4P1,C24H29O9N4P,FALSE,FALSE
491.14785766,C24H29O9P1,C24H29O9P,C24H29O9P1,C24H29O9P,FALSE,FALSE
555.091745522,C24H29O9P1S2,C24H29O9S2P,C24H29O9P1S2,C24H29O9S2P,FALSE,FALSE
522.152969259,C24H30O10N1P1,C24H30O10NP,C24H30O10N1P1,C24H30O10NP,FALSE,FALSE
586.097359907,C24H30O10N1P1S2,C24H30O10NS2P,C24H30O10N1P1S2,C24H30O10NS2P,FALSE,FALSE
570.120012319,C24H30O11N1P1S1,C24H30O11NSP,C24H30O11N1P1S1,C24H30O11NSP,FALSE,FALSE
554.142907895,C24H30O12N1P1,C24H30O12NP,C24H30O12N1P1,C24H30O12NP,FALSE,FALSE
586.114938808,C24H30O12N1P1S1,C24H30O12NSP,C24H30O12N1P1S1,C24H30O12NSP,FALSE,FALSE
570.138442326,C24H30O13N1P1,C24H30O13NP,C24H30O13N1P1,C24H30O13NP,FALSE,FALSE
602.109789289,C24H30O13N1P1S1,C24H30O13NSP,C24H30O13N1P1S1,C24H30O13NSP,FALSE,FALSE
586.133267725,C24H30O14N1P1,C24H30O14NP,C24H30O14N1P1,C24H30O14NP,FALSE,FALSE
458.155615386,C24H30O4N1P1S1,C24H30O4NSP,C24H30O4N1P1S1,C24H30O4NSP,FALSE,FALSE
490.128596326,C24H30O4N1P1S2,C24H30O4NS2P,C24H30O4N1P1S2,C24H30O4NS2P,FALSE,FALSE
474.150807063,C24H30O5N1P1S1,C24H30O5NSP,C24H30O5N1P1S1,C24H30O5NSP,FALSE,FALSE
458.173750867,C24H30O6N1P1,C24H30O6NP,C24H30O6N1P1,C24H30O6NP,FALSE,FALSE
490.145842084,C24H30O6N1P1S1,C24H30O6NSP,C24H30O6N1P1S1,C24H30O6NSP,FALSE,FALSE
486.179808115,C24H30O6N3P1,C24H30O6N3P,C24H30O6N3P1,C24H30O6N3P,FALSE,FALSE
506.140860105,C24H30O7N1P1S1,C24H30O7NSP,C24H30O7N1P1S1,C24H30O7NSP,FALSE,FALSE
522.13530574,C24H30O8N1P1S1,C24H30O8NSP,C24H30O8N1P1S1,C24H30O8NSP,FALSE,FALSE
554.107570912,C24H30O8N1P1S2,C24H30O8NS2P,C24H30O8N1P1S2,C24H30O8NS2P,FALSE,FALSE
538.13007552,C24H30O9N1P1S1,C24H30O9NSP,C24H30O9N1P1S1,C24H30O9NSP,FALSE,FALSE
570.102262562,C24H30O9N1P1S2,C24H30O9NS2P,C24H30O9N1P1S2,C24H30O9NS2P,FALSE,FALSE
537.164829216,C24H31O10N2P1,C24H31O10N2P,C24H31O10N2P1,C24H31O10N2P,FALSE,FALSE
569.135892861,C24H31O10N2P1S1,C24H31O10N2SP,C24H31O10N2P1S1,C24H31O10N2SP,FALSE,FALSE
509.158264929,C24H31O10P1,C24H31O10P,C24H31O10P1,C24H31O10P,FALSE,FALSE
541.129805393,C24H31O10P1S1,C24H31O10SP,C24H31O10P1S1,C24H31O10SP,FALSE,FALSE
573.102033227,C24H31O10P1S2,C24H31O10S2P,C24H31O10P1S2,C24H31O10S2P,FALSE,FALSE
553.158837579,C24H31O11N2P1,C24H31O11N2P,C24H31O11N2P1,C24H31O11N2P,FALSE,FALSE
585.131172129,C24H31O11N2P1S1,C24H31O11N2SP,C24H31O11N2P1S1,C24H31O11N2SP,FALSE,FALSE
525.153352328,C24H31O11P1,C24H31O11P,C24H31O11P1,C24H31O11P,FALSE,FALSE
557.125187609,C24H31O11P1S1,C24H31O11SP,C24H31O11P1S1,C24H31O11SP,FALSE,FALSE
589.097060855,C24H31O11P1S2,C24H31O11S2P,C24H31O11P1S2,C24H31O11S2P,FALSE,FALSE
569.153685847,C24H31O12N2P1,C24H31O12N2P,C24H31O12N2P1,C24H31O12N2P,FALSE,FALSE
601.126191397,C24H31O12N2P1S1,C24H31O12N2SP,C24H31O12N2P1S1,C24H31O12N2SP,FALSE,FALSE
541.148469728,C24H31O12P1,C24H31O12P,C24H31O12P1,C24H31O12P,FALSE,FALSE
585.149582734,C24H31O13N2P1,C24H31O13N2P,C24H31O13N2P1,C24H31O13N2P,FALSE,FALSE
637.082181748,C24H31O14P1S2,C24H31O14S2P,C24H31O14P1S2,C24H31O14S2P,FALSE,FALSE
649.111257494,C24H31O15N2P1S1,C24H31O15N2SP,C24H31O15N2P1S1,C24H31O15N2SP,FALSE,FALSE
589.132787172,C24H31O15P1,C24H31O15P,C24H31O15P1,C24H31O15P,FALSE,FALSE
665.105505527,C24H31O16N2P1S1,C24H31O16N2SP,C24H31O16N2P1S1,C24H31O16N2SP,FALSE,FALSE
605.127253989,C24H31O16P1,C24H31O16P,C24H31O16P1,C24H31O16P,FALSE,FALSE
681.100860729,C24H31O17N2P1S1,C24H31O17N2SP,C24H31O17N2P1S1,C24H31O17N2SP,FALSE,FALSE
697.095940931,C24H31O18N2P1S1,C24H31O18N2SP,C24H31O18N2P1S1,C24H31O18N2SP,FALSE,FALSE
669.089847923,C24H31O18P1S1,C24H31O18SP,C24H31O18P1S1,C24H31O18SP,FALSE,FALSE
473.166650689,C24H31O4N2P1S1,C24H31O4N2SP,C24H31O4N2P1S1,C24H31O4N2SP,FALSE,FALSE
469.200610512,C24H31O4N4P1,C24H31O4N4P,C24H31O4N4P1,C24H31O4N4P,FALSE,FALSE
445.161172267,C24H31O4P1S1,C24H31O4SP,C24H31O4P1S1,C24H31O4SP,FALSE,FALSE
477.132470225,C24H31O4P1S2,C24H31O4S2P,C24H31O4P1S2,C24H31O4S2P,FALSE,FALSE
489.161624867,C24H31O5N2P1S1,C24H31O5N2SP,C24H31O5N2P1S1,C24H31O5N2SP,FALSE,FALSE
485.19604592,C24H31O5N4P1,C24H31O5N4P,C24H31O5N4P1,C24H31O5N4P,FALSE,FALSE
429.183457471,C24H31O5P1,C24H31O5P,C24H31O5P1,C24H31O5P,FALSE,FALSE
493.12765928,C24H31O5P1S2,C24H31O5S2P,C24H31O5P1S2,C24H31O5S2P,FALSE,FALSE
473.184643033,C24H31O6N2P1,C24H31O6N2P,C24H31O6N2P1,C24H31O6N2P,FALSE,FALSE
505.156688192,C24H31O6N2P1S1,C24H31O6N2SP,C24H31O6N2P1S1,C24H31O6N2SP,FALSE,FALSE
501.190891124,C24H31O6N4P1,C24H31O6N4P,C24H31O6N4P1,C24H31O6N4P,FALSE,FALSE
445.178810198,C24H31O6P1,C24H31O6P,C24H31O6P1,C24H31O6P,FALSE,FALSE
477.150943714,C24H31O6P1S1,C24H31O6SP,C24H31O6P1S1,C24H31O6SP,FALSE,FALSE
509.122748915,C24H31O6P1S2,C24H31O6S2P,C24H31O6P1S2,C24H31O6S2P,FALSE,FALSE
489.179439287,C24H31O7N2P1,C24H31O7N2P,C24H31O7N2P1,C24H31O7N2P,FALSE,FALSE
521.151831632,C24H31O7N2P1S1,C24H31O7N2SP,C24H31O7N2P1S1,C24H31O7N2SP,FALSE,FALSE
517.186065795,C24H31O7N4P1,C24H31O7N4P,C24H31O7N4P1,C24H31O7N4P,FALSE,FALSE
493.145126404,C24H31O7P1S1,C24H31O7SP,C24H31O7P1S1,C24H31O7SP,FALSE,FALSE
525.117323212,C24H31O7P1S2,C24H31O7S2P,C24H31O7P1S2,C24H31O7S2P,FALSE,FALSE
505.174645124,C24H31O8N2P1,C24H31O8N2P,C24H31O8N2P1,C24H31O8N2P,FALSE,FALSE
537.14624561,C24H31O8N2P1S1,C24H31O8N2SP,C24H31O8N2P1S1,C24H31O8N2SP,FALSE,FALSE
533.18082666,C24H31O8N4P1,C24H31O8N4P,C24H31O8N4P1,C24H31O8N4P,FALSE,FALSE
477.168383234,C24H31O8P1,C24H31O8P,C24H31O8P1,C24H31O8P,FALSE,FALSE
541.112622958,C24H31O8P1S2,C24H31O8S2P,C24H31O8P1S2,C24H31O8S2P,FALSE,FALSE
521.169445271,C24H31O9N2P1,C24H31O9N2P,C24H31O9N2P1,C24H31O9N2P,FALSE,FALSE
553.141750155,C24H31O9N2P1S1,C24H31O9N2SP,C24H31O9N2P1S1,C24H31O9N2SP,FALSE,FALSE
493.16355153,C24H31O9P1,C24H31O9P,C24H31O9P1,C24H31O9P,FALSE,FALSE
556.140760726,C24H32O10N1P1S1,C24H32O10NSP,C24H32O10N1P1S1,C24H32O10NSP,FALSE,FALSE
556.159191733,C24H32O12N1P1,C24H32O12NP,C24H32O12N1P1,C24H32O12NP,FALSE,FALSE
588.130885184,C24H32O12N1P1S1,C24H32O12NSP,C24H32O12N1P1S1,C24H32O12NSP,FALSE,FALSE
572.154181133,C24H32O13N1P1,C24H32O13NP,C24H32O13N1P1,C24H32O13NP,FALSE,FALSE
588.148803765,C24H32O14N1P1,C24H32O14NP,C24H32O14N1P1,C24H32O14NP,FALSE,FALSE
428.199984487,C24H32O4N1P1,C24H32O4NP,C24H32O4N1P1,C24H32O4NP,FALSE,FALSE
460.171383052,C24H32O4N1P1S1,C24H32O4NSP,C24H32O4N1P1S1,C24H32O4NSP,FALSE,FALSE
476.166378073,C24H32O5N1P1S1,C24H32O5NSP,C24H32O5N1P1S1,C24H32O5NSP,FALSE,FALSE
460.189893337,C24H32O6N1P1,C24H32O6NP,C24H32O6N1P1,C24H32O6NP,FALSE,FALSE
492.161439094,C24H32O6N1P1S1,C24H32O6NSP,C24H32O6N1P1S1,C24H32O6NSP,FALSE,FALSE
508.156075655,C24H32O7N1P1S1,C24H32O7NSP,C24H32O7N1P1S1,C24H32O7NSP,FALSE,FALSE
540.128761098,C24H32O7N1P1S2,C24H32O7NS2P,C24H32O7N1P1S2,C24H32O7NS2P,FALSE,FALSE
524.151042085,C24H32O8N1P1S1,C24H32O8NSP,C24H32O8N1P1S1,C24H32O8NSP,FALSE,FALSE
556.123860526,C24H32O8N1P1S2,C24H32O8NS2P,C24H32O8N1P1S2,C24H32O8NS2P,FALSE,FALSE
540.145997327,C24H32O9N1P1S1,C24H32O9NSP,C24H32O9N1P1S1,C24H32O9NSP,FALSE,FALSE
536.179880298,C24H32O9N3P1,C24H32O9N3P,C24H32O9N3P1,C24H32O9N3P,FALSE,FALSE
539.180384443,C24H33O10N2P1,C24H33O10N2P,C24H33O10N2P1,C24H33O10N2P,FALSE,FALSE
571.151697256,C24H33O10N2P1S1,C24H33O10N2SP,C24H33O10N2P1S1,C24H33O10N2SP,FALSE,FALSE
511.174066,C24H33O10P1,C24H33O10P,C24H33O10P1,C24H33O10P,FALSE,FALSE
543.146093053,C24H33O10P1S1,C24H33O10SP,C24H33O10P1S1,C24H33O10SP,FALSE,FALSE
587.146865524,C24H33O11N2P1S1,C24H33O11N2SP,C24H33O11N2P1S1,C24H33O11N2SP,FALSE,FALSE
527.168528281,C24H33O11P1,C24H33O11P,C24H33O11P1,C24H33O11P,FALSE,FALSE
559.140604668,C24H33O11P1S1,C24H33O11SP,C24H33O11P1S1,C24H33O11SP,FALSE,FALSE
603.141975792,C24H33O12N2P1S1,C24H33O12N2SP,C24H33O12N2P1S1,C24H33O12N2SP,FALSE,FALSE
543.163797262,C24H33O12P1,C24H33O12P,C24H33O12P1,C24H33O12P,FALSE,FALSE
587.164757039,C24H33O13N2P1,C24H33O13N2P,C24H33O13N2P1,C24H33O13N2P,FALSE,FALSE
619.13700706,C24H33O13N2P1S1,C24H33O13N2SP,C24H33O13N2P1S1,C24H33O13N2SP,FALSE,FALSE
559.158738574,C24H33O13P1,C24H33O13P,C24H33O13P1,C24H33O13P,FALSE,FALSE
623.102742776,C24H33O13P1S2,C24H33O13S2P,C24H33O13P1S2,C24H33O13S2P,FALSE,FALSE
639.097253472,C24H33O14P1S2,C24H33O14S2P,C24H33O14P1S2,C24H33O14S2P,FALSE,FALSE
651.126236961,C24H33O15N2P1S1,C24H33O15N2SP,C24H33O15N2P1S1,C24H33O15N2SP,FALSE,FALSE
647.161283647,C24H33O15N4P1,C24H33O15N4P,C24H33O15N4P1,C24H33O15N4P,FALSE,FALSE
635.150103672,C24H33O16N2P1,C24H33O16N2P,C24H33O16N2P1,C24H33O16N2P,FALSE,FALSE
667.121107451,C24H33O16N2P1S1,C24H33O16N2SP,C24H33O16N2P1S1,C24H33O16N2SP,FALSE,FALSE
607.14322274,C24H33O16P1,C24H33O16P,C24H33O16P1,C24H33O16P,FALSE,FALSE
715.123796655,C24H33O21N2P1,C24H33O21N2P,C24H33O21N2P1,C24H33O21N2P,FALSE,FALSE
731.119252923,C24H33O22N2P1,C24H33O22N2P,C24H33O22N2P1,C24H33O22N2P,FALSE,FALSE
475.182715764,C24H33O4N2P1S1,C24H33O4N2SP,C24H33O4N2P1S1,C24H33O4N2SP,FALSE,FALSE
471.21634846,C24H33O4N4P1,C24H33O4N4P,C24H33O4N4P1,C24H33O4N4P,FALSE,FALSE
447.176687603,C24H33O4P1S1,C24H33O4SP,C24H33O4P1S1,C24H33O4SP,FALSE,FALSE
479.148218025,C24H33O4P1S2,C24H33O4S2P,C24H33O4P1S2,C24H33O4S2P,FALSE,FALSE
459.205446984,C24H33O5N2P1,C24H33O5N2P,C24H33O5N2P1,C24H33O5N2P,FALSE,FALSE
491.17716596,C24H33O5N2P1S1,C24H33O5N2SP,C24H33O5N2P1S1,C24H33O5N2SP,FALSE,FALSE
487.211355148,C24H33O5N4P1,C24H33O5N4P,C24H33O5N4P1,C24H33O5N4P,FALSE,FALSE
463.171681347,C24H33O5P1S1,C24H33O5SP,C24H33O5P1S1,C24H33O5SP,FALSE,FALSE
495.143574323,C24H33O5P1S2,C24H33O5S2P,C24H33O5P1S2,C24H33O5S2P,FALSE,FALSE
475.200232925,C24H33O6N2P1,C24H33O6N2P,C24H33O6N2P1,C24H33O6N2P,FALSE,FALSE
503.206991241,C24H33O6N4P1,C24H33O6N4P,C24H33O6N4P1,C24H33O6N4P,FALSE,FALSE
479.166587699,C24H33O6P1S1,C24H33O6SP,C24H33O6P1S1,C24H33O6SP,FALSE,FALSE
511.138066721,C24H33O6P1S2,C24H33O6S2P,C24H33O6P1S2,C24H33O6S2P,FALSE,FALSE
491.195150806,C24H33O7N2P1,C24H33O7N2P,C24H33O7N2P1,C24H33O7N2P,FALSE,FALSE
519.201853938,C24H33O7N4P1,C24H33O7N4P,C24H33O7N4P1,C24H33O7N4P,FALSE,FALSE
463.18903776,C24H33O7P1,C24H33O7P,C24H33O7P1,C24H33O7P,FALSE,FALSE
495.161547937,C24H33O7P1S1,C24H33O7SP,C24H33O7P1S1,C24H33O7SP,FALSE,FALSE
527.133277137,C24H33O7P1S2,C24H33O7S2P,C24H33O7P1S2,C24H33O7S2P,FALSE,FALSE
507.190384352,C24H33O8N2P1,C24H33O8N2P,C24H33O8N2P1,C24H33O8N2P,FALSE,FALSE
479.184377164,C24H33O8P1,C24H33O8P,C24H33O8P1,C24H33O8P,FALSE,FALSE
511.156074976,C24H33O8P1S1,C24H33O8SP,C24H33O8P1S1,C24H33O8SP,FALSE,FALSE
543.128102544,C24H33O8P1S2,C24H33O8S2P,C24H33O8P1S2,C24H33O8S2P,FALSE,FALSE
523.184988871,C24H33O9N2P1,C24H33O9N2P,C24H33O9N2P1,C24H33O9N2P,FALSE,FALSE
495.179132077,C24H33O9P1,C24H33O9P,C24H33O9P1,C24H33O9P,FALSE,FALSE
527.151084696,C24H33O9P1S1,C24H33O9SP,C24H33O9P1S1,C24H33O9SP,FALSE,FALSE
559.122714789,C24H33O9P1S2,C24H33O9S2P,C24H33O9P1S2,C24H33O9S2P,FALSE,FALSE
430.215682345,C24H34O4N1P1,C24H34O4NP,C24H34O4N1P1,C24H34O4NP,FALSE,FALSE
462.186917267,C24H34O4N1P1S1,C24H34O4NSP,C24H34O4N1P1S1,C24H34O4NSP,FALSE,FALSE
494.159821155,C24H34O4N1P1S2,C24H34O4NS2P,C24H34O4N1P1S2,C24H34O4NS2P,FALSE,FALSE
446.210572744,C24H34O5N1P1,C24H34O5NP,C24H34O5N1P1,C24H34O5NP,FALSE,FALSE
478.181890406,C24H34O5N1P1S1,C24H34O5NSP,C24H34O5N1P1S1,C24H34O5NSP,FALSE,FALSE
510.154022101,C24H34O5N1P1S2,C24H34O5NS2P,C24H34O5N1P1S2,C24H34O5NS2P,FALSE,FALSE
462.205217451,C24H34O6N1P1,C24H34O6NP,C24H34O6N1P1,C24H34O6NP,FALSE,FALSE
494.17679394,C24H34O6N1P1S1,C24H34O6NSP,C24H34O6N1P1S1,C24H34O6NSP,FALSE,FALSE
526.149220727,C24H34O6N1P1S2,C24H34O6NS2P,C24H34O6N1P1S2,C24H34O6NS2P,FALSE,FALSE
542.144266126,C24H34O7N1P1S2,C24H34O7NS2P,C24H34O7N1P1S2,C24H34O7NS2P,FALSE,FALSE
506.206170995,C24H34O7N3P1,C24H34O7N3P,C24H34O7N3P1,C24H34O7N3P,FALSE,FALSE
526.166653372,C24H34O8N1P1S1,C24H34O8NSP,C24H34O8N1P1S1,C24H34O8NSP,FALSE,FALSE
558.139508714,C24H34O8N1P1S2,C24H34O8NS2P,C24H34O8N1P1S2,C24H34O8NS2P,FALSE,FALSE
542.161546133,C24H34O9N1P1S1,C24H34O9NSP,C24H34O9N1P1S1,C24H34O9NSP,FALSE,FALSE
574.133867672,C24H34O9N1P1S2,C24H34O9NS2P,C24H34O9N1P1S2,C24H34O9NS2P,FALSE,FALSE
541.19523753,C24H35O10N2P1,C24H35O10N2P,C24H35O10N2P1,C24H35O10N2P,FALSE,FALSE
573.167281652,C24H35O10N2P1S1,C24H35O10N2SP,C24H35O10N2P1S1,C24H35O10N2SP,FALSE,FALSE
569.202202628,C24H35O10N4P1,C24H35O10N4P,C24H35O10N4P1,C24H35O10N4P,FALSE,FALSE
513.189907385,C24H35O10P1,C24H35O10P,C24H35O10P1,C24H35O10P,FALSE,FALSE
545.162049989,C24H35O10P1S1,C24H35O10SP,C24H35O10P1S1,C24H35O10SP,FALSE,FALSE
557.19003155,C24H35O11N2P1,C24H35O11N2P,C24H35O11N2P1,C24H35O11N2P,FALSE,FALSE
589.16249192,C24H35O11N2P1S1,C24H35O11N2SP,C24H35O11N2P1S1,C24H35O11N2SP,FALSE,FALSE
585.197145726,C24H35O11N4P1,C24H35O11N4P,C24H35O11N4P1,C24H35O11N4P,FALSE,FALSE
529.184589558,C24H35O11P1,C24H35O11P,C24H35O11P1,C24H35O11P,FALSE,FALSE
605.157576188,C24H35O12N2P1S1,C24H35O12N2SP,C24H35O12N2P1S1,C24H35O12N2SP,FALSE,FALSE
601.192124823,C24H35O12N4P1,C24H35O12N4P,C24H35O12N4P1,C24H35O12N4P,FALSE,FALSE
545.178986473,C24H35O12P1,C24H35O12P,C24H35O12P1,C24H35O12P,FALSE,FALSE
621.152681456,C24H35O13N2P1S1,C24H35O13N2SP,C24H35O13N2P1S1,C24H35O13N2SP,FALSE,FALSE
625.118250355,C24H35O13P1S2,C24H35O13S2P,C24H35O13P1S2,C24H35O13S2P,FALSE,FALSE
637.146769903,C24H35O14N2P1S1,C24H35O14N2SP,C24H35O14N2P1S1,C24H35O14N2SP,FALSE,FALSE
633.181786724,C24H35O14N4P1,C24H35O14N4P,C24H35O14N4P1,C24H35O14N4P,FALSE,FALSE
653.142642992,C24H35O15N2P1S1,C24H35O15N2SP,C24H35O15N2P1S1,C24H35O15N2SP,FALSE,FALSE
637.16485473,C24H35O16N2P1,C24H35O16N2P,C24H35O16N2P1,C24H35O16N2P,FALSE,FALSE
609.158730491,C24H35O16P1,C24H35O16P,C24H35O16P1,C24H35O16P,FALSE,FALSE
625.154062288,C24H35O17P1,C24H35O17P,C24H35O17P1,C24H35O17P,FALSE,FALSE
749.111484113,C24H35O21N2P1S1,C24H35O21N2SP,C24H35O21N2P1S1,C24H35O21N2SP,FALSE,FALSE
733.134098319,C24H35O22N2P1,C24H35O22N2P,C24H35O22N2P1,C24H35O22N2P,FALSE,FALSE
445.226279699,C24H35O4N2P1,C24H35O4N2P,C24H35O4N2P1,C24H35O4N2P,FALSE,FALSE
477.197832314,C24H35O4N2P1S1,C24H35O4N2SP,C24H35O4N2P1S1,C24H35O4N2SP,FALSE,FALSE
473.232165122,C24H35O4N4P1,C24H35O4N4P,C24H35O4N4P1,C24H35O4N4P,FALSE,FALSE
449.192356954,C24H35O4P1S1,C24H35O4SP,C24H35O4P1S1,C24H35O4SP,FALSE,FALSE
481.163908253,C24H35O4P1S2,C24H35O4S2P,C24H35O4P1S2,C24H35O4S2P,FALSE,FALSE
461.220803067,C24H35O5N2P1,C24H35O5N2P,C24H35O5N2P1,C24H35O5N2P,FALSE,FALSE
493.192752556,C24H35O5N2P1S1,C24H35O5N2SP,C24H35O5N2P1S1,C24H35O5N2SP,FALSE,FALSE
489.227162095,C24H35O5N4P1,C24H35O5N4P,C24H35O5N4P1,C24H35O5N4P,FALSE,FALSE
433.215367545,C24H35O5P1,C24H35O5P,C24H35O5P1,C24H35O5P,FALSE,FALSE
465.186944777,C24H35O5P1S1,C24H35O5SP,C24H35O5P1S1,C24H35O5SP,FALSE,FALSE
497.1588916,C24H35O5P1S2,C24H35O5S2P,C24H35O5P1S2,C24H35O5S2P,FALSE,FALSE
477.215818935,C24H35O6N2P1,C24H35O6N2P,C24H35O6N2P1,C24H35O6N2P,FALSE,FALSE
505.222427492,C24H35O6N4P1,C24H35O6N4P,C24H35O6N4P1,C24H35O6N4P,FALSE,FALSE
449.210265549,C24H35O6P1,C24H35O6P,C24H35O6P1,C24H35O6P,FALSE,FALSE
481.182012538,C24H35O6P1S1,C24H35O6SP,C24H35O6P1S1,C24H35O6SP,FALSE,FALSE
513.153654697,C24H35O6P1S2,C24H35O6S2P,C24H35O6P1S2,C24H35O6S2P,FALSE,FALSE
493.210716033,C24H35O7N2P1,C24H35O7N2P,C24H35O7N2P1,C24H35O7N2P,FALSE,FALSE
521.217126951,C24H35O7N4P1,C24H35O7N4P,C24H35O7N4P1,C24H35O7N4P,FALSE,FALSE
529.148915927,C24H35O7P1S2,C24H35O7S2P,C24H35O7P1S2,C24H35O7S2P,FALSE,FALSE
509.205944579,C24H35O8N2P1,C24H35O8N2P,C24H35O8N2P1,C24H35O8N2P,FALSE,FALSE
541.177622716,C24H35O8N2P1S1,C24H35O8N2SP,C24H35O8N2P1S1,C24H35O8N2SP,FALSE,FALSE
537.211750164,C24H35O8N4P1,C24H35O8N4P,C24H35O8N4P1,C24H35O8N4P,FALSE,FALSE
481.200079146,C24H35O8P1,C24H35O8P,C24H35O8P1,C24H35O8P,FALSE,FALSE
545.143836965,C24H35O8P1S2,C24H35O8S2P,C24H35O8P1S2,C24H35O8S2P,FALSE,FALSE
525.201130125,C24H35O9N2P1,C24H35O9N2P,C24H35O9N2P1,C24H35O9N2P,FALSE,FALSE
553.207249595,C24H35O9N4P1,C24H35O9N4P,C24H35O9N4P1,C24H35O9N4P,FALSE,FALSE
497.194805827,C24H35O9P1,C24H35O9P,C24H35O9P1,C24H35O9P,FALSE,FALSE
529.166450604,C24H35O9P1S1,C24H35O9SP,C24H35O9P1S1,C24H35O9SP,FALSE,FALSE
604.191685156,C24H36O13N3P1,C24H36O13N3P,C24H36O13N3P1,C24H36O13N3P,FALSE,FALSE
464.22083955,C24H36O6N1P1,C24H36O6NP,C24H36O6N1P1,C24H36O6NP,FALSE,FALSE
496.192634303,C24H36O6N1P1S1,C24H36O6NSP,C24H36O6N1P1S1,C24H36O6NSP,FALSE,FALSE
492.226572923,C24H36O6N3P1,C24H36O6N3P,C24H36O6N3P1,C24H36O6N3P,FALSE,FALSE
544.159493932,C24H36O7N1P1S2,C24H36O7NS2P,C24H36O7N1P1S2,C24H36O7NS2P,FALSE,FALSE
508.221980475,C24H36O7N3P1,C24H36O7N3P,C24H36O7N3P1,C24H36O7N3P,FALSE,FALSE
528.182126676,C24H36O8N1P1S1,C24H36O8NSP,C24H36O8N1P1S1,C24H36O8NSP,FALSE,FALSE
575.183109047,C24H37O10N2P1S1,C24H37O10N2SP,C24H37O10N2P1S1,C24H37O10N2SP,FALSE,FALSE
571.217867525,C24H37O10N4P1,C24H37O10N4P,C24H37O10N4P1,C24H37O10N4P,FALSE,FALSE
515.205375877,C24H37O10P1,C24H37O10P,C24H37O10P1,C24H37O10P,FALSE,FALSE
591.178103315,C24H37O11N2P1S1,C24H37O11N2SP,C24H37O11N2P1S1,C24H37O11N2SP,FALSE,FALSE
587.212803242,C24H37O11N4P1,C24H37O11N4P,C24H37O11N4P1,C24H37O11N4P,FALSE,FALSE
531.200543449,C24H37O11P1,C24H37O11P,C24H37O11P1,C24H37O11P,FALSE,FALSE
607.173321583,C24H37O12N2P1S1,C24H37O12N2SP,C24H37O12N2P1S1,C24H37O12N2SP,FALSE,FALSE
603.20778334,C24H37O12N4P1,C24H37O12N4P,C24H37O12N4P1,C24H37O12N4P,FALSE,FALSE
547.194822509,C24H37O12P1,C24H37O12P,C24H37O12P1,C24H37O12P,FALSE,FALSE
